id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
27011,8 x 5 in. fold. ; ill.,inches,8 X 5,,0,8.0,5.0,
27012,8 x 5 in. fold. ; ill.,inches,8 X 5,,0,8.0,5.0,
27013,7 x 5 in. fold. ; ill. col.,inches,7 X 5,,0,7.0,5.0,
27014,4 x 2 1/2 in. fold. ; ill.,inches,4 X 2.5,,0,4.0,2.5,
27015,8 x 6 1/2 in.,inches,8 X 6.5,,0,8.0,6.5,
27016,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27017,9 1/2 x 6 in. fold. ; ill.,inches,9.5 X 6,,0,9.5,6.0,
27018,11 1/2 x 9 in. fold. ; ill.,inches,11.5 X 9,,0,11.5,9.0,
27019,10 x 6 1/2 in. ,inches,10 X 6.5,,0,10.0,6.5,
27020,9 x 6 in. ,inches,9 X 6,,0,9.0,6.0,
27021,9 1/2 x 6 in. ; ill.,inches,9.5 X 6,,0,9.5,6.0,
27022,9 x 6 in. fold. ,inches,9 X 6,,0,9.0,6.0,
27023,12 1/2 x 9 1/2 in. fold. ,inches,12.5X9.5,,0,12.5,9.5,
27024,9 x 6 in. fold. ,inches,9 X 6,,0,9.0,6.0,
27025,9 x 6 in. ,inches,9 X 6,,0,9.0,6.0,
27026,9 x 6 in. ,inches,9 X 6,,0,9.0,6.0,
27027,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27028,10 x 7 in. fold. ; ill. ,inches,10 X 7,,0,10.0,7.0,
27029,6 1/2 x 5 1/2 in.,inches,6.5 X 5.5,,0,6.5,5.5,
27030,10 x 6 1/2 in. fold. ; ill. col.,inches,10 X 6.5,,0,10.0,6.5,
27031,8 1/2 x 5 1/2 in. fold. ; ill. ,inches,8.5 X 5.5,,0,8.5,5.5,
27032,,,,,0,,,
27035,9 1/2 x 6 1/2 in. ,inches,9.5 X 6.5,,0,9.5,6.5,
27036,,,,,0,,,
27038,,,,,0,,,
27040,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27041,6 1/2 x 5 1/2 in. ; ill. col.,inches,6.5 X 5.5,,0,6.5,5.5,
27042,9 1/2 x 7 in. fold. ; ill.,inches,9.5 X 7,,0,9.5,7.0,
27043,9 1/2 x 6 in. fold. ; ill.,inches,9.5 X 6,,0,9.5,6.0,
27044,11 x 8 1/2 in. ; ill.,inches,11 X 8.5,,0,11.0,8.5,
27045,9 x 6 in. fold.,inches,9 X 6,,0,9.0,6.0,
27046,5 1/2 x 4 in. ,inches,5.5X4,,0,5.5,4.0,
27047,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27048,9 x 6 1/2 in. fold. ; ill.,inches,9 X 6.5,,0,9.0,6.5,
27049,9 x 6 1/2 in. fold. ; ill.,inches,9 X 6.5,,0,9.0,6.5,
27050,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27051,10 x 6 1/2 in. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27052,"9 x 5 in., fold. ; ill.",inches,9 X 5,,0,9.0,5.0,
27053,"9 x 5 in., fold. ; ill.",inches,9 X 5,,0,9.0,5.0,
27054,9 1/2 x 5 1/2 in. ; ill. col.,inches,9.5 X 5.5,,0,9.5,5.5,
27055,8 x 6 in. fold. ; ill.,inches,8X6,,0,8.0,6.0,
27056,10 x 7 in. fold. ; ill. col.,inches,10 X 7,,0,10.0,7.0,
27057,9 x 6 in. fold. ; ill. col.,inches,9 X 6,,0,9.0,6.0,
27058,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27059,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27060,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27061,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27062,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27063,10 x 8 1/2 in. fold. ; ill.,inches,10 X 8.5,,0,10.0,8.5,
27064,"10 x 7 in., fold. ; ill.",inches,10 X 7,,0,10.0,7.0,
27065,10 x 6 1/2 in. fold.,inches,10 X 6.5,,0,10.0,6.5,
27066,8 x 5 in. fold.; ill. col.,inches,8 X 5,,0,8.0,5.0,
27067,9 x 6 in. fold.,inches,9 X 6,,0,9.0,6.0,
27068,9 x 4 in. fold. ,inches,9 X 4,,0,9.0,4.0,
27069,9 x 6 in. fold. ,inches,9 X 6,,0,9.0,6.0,
27070,12 x 8 in. fold. ; ill.,inches,12 X 8,,0,12.0,8.0,
27071,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27072,9 x 6 in. fold.,inches,9 X 6,,0,9.0,6.0,
27073,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27074,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27075,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27076,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27077,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27078,9 1/2 x 6 1/2 in. ,inches,9.5 X 6.5,,0,9.5,6.5,
27079,11 x 8 1/2 in. fold. ; ill.,inches,11 X 8.5,,0,11.0,8.5,
27080,10 x 8 1/2 in. fold. ; ill.,inches,10 X 8.5,,0,10.0,8.5,
27081,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27082,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27083,9 1/2 x 6 1/4 in. ,inches,9.5 X 6.25,,0,9.5,6.25,
27084,"8 1/2 x 5 1/2 in., fold. ; ill.",inches,8.5 X 5.5,,0,8.5,5.5,
27085,"8 1/2 x 5 1/2 in., fold. ; ill.",inches,8.5 X 5.5,,0,8.5,5.5,
27086,"10 x 7 in., fold. ; ill.",inches,10 X 7,,0,10.0,7.0,
27087,6 1/2 x 6 1/2 in. ,inches,6.5 X 6.5,,0,6.5,6.5,
27088,9 1/2 x 6 1/2 in. ,inches,9.5 X 6.5,,0,9.5,6.5,
27089,10 x 7 in. fold. ; ill. col.,inches,10 X 7,,0,10.0,7.0,
27090,9 x 4 in. ; ill. col.,inches,9 X 4,,0,9.0,4.0,
27091,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27092,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27093,"9 x 6 in., fold. ; ill.",inches,9 X 6,,0,9.0,6.0,
27094,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27095,7 x 4 1/2 in. fold.,inches,7X4.5,,0,7.0,4.5,
27096,9 1/2 x 6 1/2 in. fold.,inches,9.5 X 6.5,,0,9.5,6.5,
27097,8 1/2 x 5 1/2 in. fold. ,inches,8.5X5.5,,0,8.5,5.5,
27098,9 x 6 1/2 in. fold. ; ill. col.,inches,9 X 6.5,,0,9.0,6.5,
27099,7 x 5 in. ,inches,7 X 5,,0,7.0,5.0,
27100,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27101,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27102,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27103,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27104,5 x 3 1/2 in. fold.,inches,5X3.5,,0,5.0,3.5,
27105,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27106,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27107,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27108,7 1/2 x 4 1/2 in. fold.,inches,7.5 X 4.5,,0,7.5,4.5,
27109,4 1/2 x 3 1/2 in. fold.,inches,4.5X3.5,,0,4.5,3.5,
27110,5 1/2 x 3 1/2 in. ; col. ill.,inches,5.5 X 3.5,,0,5.5,3.5,
27111,9 1/2 x 6 in. fold. ; ill. col.,inches,9.5 X 6,,0,9.5,6.0,
27112,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27113,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27114,9 x 6 1/2 in. fold. ; ill. ,inches,9 X 6.5,,0,9.0,6.5,
27115,,,,,0,,,
27116,9 x 5 1/2 in. fold.,inches,9X5.5,,0,9.0,5.5,
27117,9 x 5 1/2 in. fold. ,inches,9X5.5,,0,9.0,5.5,
27118,11 1/2 x 9 in. fold. ; ill.,inches,11.5 X 9,,0,11.5,9.0,
27119,11 1/2 x 9 1/2 in. fold. ; ill.,inches,11.5X 9.5,,0,11.5,9.5,
27120,12 1/2 x 9 in. fold. ,inches,12.5X9,,0,12.5,9.0,
27121,11 1/2 x 9 in. ,inches,11.5 X 9,,0,11.5,9.0,
27122,13 x 9 1/2 in. fold. ; ill.,inches,13 X 9.5,,0,13.0,9.5,
27123,10 1/2 x 6 in. ; ill.,inches,10.5 X 6,,0,10.5,6.0,
27124,10 x 6 1/2 in. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27125,10 x 6 1/2 in. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27127,4 x 2 1/2 in. ; ill. col.,inches,4 X 2.5,,0,4.0,2.5,
27128,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27129,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27130,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27131,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27132,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27133,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27134,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27135,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27136,8 1/2 x 5 1/2 in. fold. ; ill. col.,inches,8.5 X 5.5,,0,8.5,5.5,
27137,7 x 5 in. fold. ; ill.,inches,7 X 5,,0,7.0,5.0,
27139,7 x 4 in. ,inches,7 X 4,,0,7.0,4.0,
27140,7 x 4 in. ,inches,7 X 4,,0,7.0,4.0,
27141,8 x 5 in. ,inches,8 X 5,,0,8.0,5.0,
27142,9 x 6 in.,inches,9 X 6,,0,9.0,6.0,
27143,9 x 6 in.,inches,9 X 6,,0,9.0,6.0,
27144,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27145,5 1/2 x 7 in. ,inches,5.5X7,,0,5.5,7.0,
27146,7 1/2 x 5 in. ,inches,7.5 X 5,,0,7.5,5.0,
27147,7 1/2 x 5 in. ,inches,7.5 X 5,,0,7.5,5.0,
27148,10 1/2 x 7 in. fold. ; ill.,inches,10.5 X 7,,0,10.5,7.0,
27149,10 1/2 x 7 in. ; ill. col.,inches,10.5 X 7,,0,10.5,7.0,
27150,10 1/2 x 7 in. fold. ; ill.,inches,10.5 X 7,,0,10.5,7.0,
27151,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27152,5 x 6 in. fold. ; ill.,inches,5X6,,0,5.0,6.0,
27153,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27154,8 x 5 1/2 in. ,inches,8 X 5.5,,0,8.0,5.5,
27155,8 x 5 in. ,inches,8 X 5,,0,8.0,5.0,
27156,9 x 6 in. fold. ,inches,9 X 6,,0,9.0,6.0,
27157,9 x 6 in. fold. ,inches,9 X 6,,0,9.0,6.0,
27158,9 x 6 in. fold.,inches,9 X 6,,0,9.0,6.0,
27159,9 x 6 in. ,inches,9 X 6,,0,9.0,6.0,
27160,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27161,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27162,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27163,9 x 6 1/2 in. fold. ; ill.,inches,9 X 6.5,,0,9.0,6.5,
27164,10 1/2 x 6 1/2 in. ; ill.,inches,10.5 X 6.5,,0,10.5,6.5,
27165,10 x 6 1/2 in. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27166,10 x 7 in. ; ill. ,inches,10 X 7,,0,10.0,7.0,
27167,11 x 8 in. ; ill. col.,inches,11 X 8,,0,11.0,8.0,
27168,8 1/2 x 5 1/2 in. fold. ,inches,8.5X5.5,,0,8.5,5.5,
27169,9 x 5 1/2 in. fold. ; ill.,inches,9X5.5,,0,9.0,5.5,
27170,6 1/2 x 4 1/2 in. fold. ; ill.,inches,6.5 X 4.5,,0,6.5,4.5,
27171,10 x 6 1/2 in. fold. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27172,10 1/2 x 6 1/2 in. fold. ; ill.,inches,10.5 X 6.5,,0,10.5,6.5,
27173,10 x 6 1/2 in. fold. ; ill. col.,inches,10 X 6.5,,0,10.0,6.5,
27174,11 x 8 in. fold. ; ill.,inches,11 X 8,,0,11.0,8.0,
27175,10 x 5 in. fold. ; ill.,inches,10 X 5,,0,10.0,5.0,
27176,2 1/2 x 6 in. ; ill.,inches,2.5 X 6,,0,2.5,6.0,
27177,7 x 4 1/2 in. ; ill.,inches,7X4.5,,0,7.0,4.5,
27178,9 1/2 x 6 1/2 in. ,inches,9.5 X 6.5,,0,9.5,6.5,
27179,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27180,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27181,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27182,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27183,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27184,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27185,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27186,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27187,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27188,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27189,11 x 7 in. ,inches,11 X 7,,0,11.0,7.0,
27190,11 x 7 in. ; ill.,inches,11 X 7,,0,11.0,7.0,
27191,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27192,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27193,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27194,10 x 7 in. fold. ; ill. col.,inches,10 X 7,,0,10.0,7.0,
27195,"8 1/2 x 5 1/2 in., fold. ; ill.",inches,8.5 X 5.5,,0,8.5,5.5,
27196,"8 1/2 x 5 1/2 in., fold. ; ill.",inches,8.5 X 5.5,,0,8.5,5.5,
27197,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27198,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27199,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27200,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27201,8 x 5 1/2 in. fold. ; ill.,inches,8 X 5.5,,0,8.0,5.5,
27202,6 1/2 x 4 1/2 in. fold.,inches,6.5 X 4.5,,0,6.5,4.5,
27203,7 1/2 x 4 1/2 in.,inches,7.5 X 4.5,,0,7.5,4.5,
27204,"9 x 6 in. ; 4 p., ill.",inches,9 X 6,,0,9.0,6.0,
27205,8 x 5 in. fold.,inches,8 X 5,,0,8.0,5.0,
27206,10 x 6 1/2 in.,inches,10 X 6.5,,0,10.0,6.5,
27207,8 1/2 x 5 1/2 in. fold.,inches,8.5X5.5,,0,8.5,5.5,
27208,9 1/2 x 6 in. ; 8 p.,inches,9.5 X 6,,0,9.5,6.0,
27209,6 1/2 x 4 1/2 in. ; 4 p.,inches,6.5 X 4.5,,0,6.5,4.5,
27210,8 1/2 x 5 1/2 in. fold.,inches,8.5X5.5,,0,8.5,5.5,
27211,10 x 6 1/2 in. ; col. ill.,inches,10 X 6.5,,0,10.0,6.5,
27212,9 x 6 in. ; ill.,inches,9 X 6,,0,9.0,6.0,
27213,5 1/2 x 3 1/2 in. ; col. ill.,inches,5.5 X 3.5,,0,5.5,3.5,
27214,7 x 4 1/2 in. ; col. ill.,inches,7X4.5,,0,7.0,4.5,
27215,9 x 6 in. ; col. ill.,inches,9 X 6,,0,9.0,6.0,
27216,8 1/2 x 6 1/2 in. fold.,inches,8.5X6.5,,0,8.5,6.5,
27217,9 1/2 x 12 in. fold.,inches,9.5  X 12,,0,9.5,12.0,
27218,12 x 9 in. fold. ; ill.,inches,12 X 9,,0,12.0,9.0,
27219,10 x 6 1/2 in. ,inches,10 X 6.5,,0,10.0,6.5,
27220,6 x 3 1/2 in. ,inches,6 X 3.5,,0,6.0,3.5,
27221,8 1/2 x 3 1/2 in. fold. ; ill.,inches,8.5X3.5,,0,8.5,3.5,
27222,9 1/2 x 6 in. fold. ; ill.,inches,9.5 X 6,,0,9.5,6.0,
27223,5 x 3 1/2 in. fold. ; col. ill.,inches,5 X 3.5,,0,5.0,3.5,
27224,8 1/2 x 6 1/2 in. fold.,inches,8.5X6.5,,0,8.5,6.5,
27225,10 x 7 in. fold. ; ill. col.,inches,10 X 7,,0,10.0,7.0,
27226,10 x 7 in. fold. ; ill.,inches,10 X 7,,0,10.0,7.0,
27227,9 1/2 x 6 1/2 in. fold. ; ill.,inches,9.5 X 6.5,,0,9.5,6.5,
27228,9 1/2 x 6 in. ; col. ill.,inches,9.5 X 6,,0,9.5,6.0,
27229,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27230,9 1/2 x 6 1/2 in. fold. ,inches,9.5 X 6.5,,0,9.5,6.5,
27231,10 x 6 1/2 in. ; ill.,inches,10 X 6.5,,0,10.0,6.5,
27232,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27233,8 1/2 x 5 1/2 in. fold. ; ill.,inches,8.5 X 5.5,,0,8.5,5.5,
27234,7 1/2 x 6 in. ; 9 p.,inches,7.5 X 6,,0,7.5,6.0,
27235,8 x 5 in. fold. ; ill.,inches,8 X 5,,0,8.0,5.0,
27236,8 x 5 1/2 in. fold.,inches,8 X 5.5,,0,8.0,5.5,
27237,9 x 6 in. fold. ; ill. col.,inches,9 X 6,,0,9.0,6.0,
27238,10 1/2 x 5 in. fold.,inches,10.5X5,,0,10.5,5.0,
27239,9 x 6 in. fold. ; ill.,inches,9 X 6,,0,9.0,6.0,
27240,photocopy (5 pages); 8.5 x 14 inches,inches,8.5 X 14,,0,8.5,14.0,
27241,folder and photocopy; 8.5 x 14 inches; ink markings (cover),inches,8.5 X 14,,0,8.5,14.0,
27242,folder; 9 x 11.63 inches;,inches,9 X 11.63,,0,9.0,11.63,
27243,folder; 9 x 12 inches; crease (length-wise),inches,9 X 12,,0,9.0,12.0,
27244,folder; 8.25 x 11 inches,inches,8.25 X 11,,0,8.25,11.0,
27245,folder; 9.8 x 12.75 inches,inches,9.8 X 12.75,,0,9.8,12.75,
27246,booklet; 8.75 x 12 inches; binding missing two metal fastners,inches,8.75 X 12,,0,8.75,12.0,
27247,folders (2); 8 x 14 inches; ink markings (cover),inches,8 X 14,,0,8.0,14.0,
27248,folder (unfolded); 13 x 9.5 inches,inches,13 X 9.5,,0,13.0,9.5,
27249,folder; 9.875 x 12.75 inches; food stains (cover),inches,9.875X12.75,,0,9.875,12.75,
27250,folder; 9 x 12 inches; creased length-wise,inches,9 X 12,,0,9.0,12.0,
27251,"folder; 8.25 x 11.75 inches; water stain (bottom, left and right corners)",inches,8.25X11.75,,0,8.25,11.75,
27252,folder; 7.25 x 9.5 inches; coffee stain (interior),inches,7.25 X 9.5,,0,7.25,9.5,
27253,folder; 8 x 10.25 inches,inches,8X10.25,,0,8.0,10.25,
27254,broadside; 8.875 x 12 inches; creased (center),inches,8.875 X 12,,0,8.875,12.0,
27255,trifolder; 6.625 x 11.25 inches,inches,6.625X11.25,,0,6.625,11.25,
27256,folder; 9 x 12 inches; uneven seam,inches,9 X 12,,0,9.0,12.0,
27257,folder; 8.25 x 10.5 inches,inches,8.25 X 10.5,,0,8.25,10.5,
27258,folder; 8.5 x 11 inches,inches,8.5 X 11,,0,8.5,11.0,
27259,folder; 8.5 x 11 inches,inches,8.5 X 11,,0,8.5,11.0,
27260,folder; 9.75 x 12.5 inches; food stains,inches,9.75 X 12.5,,0,9.75,12.5,
27261,"folder with insert (fuzzy, velvet-like cover); 10 x 14 inches",inches,10 X 14,,0,10.0,14.0,
27262,folder; 10.5 x 14 inches; creased corner (right edge),inches,10.5 X 14,,0,10.5,14.0,
27263,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)",inches,8.5 X 11,,0,8.5,11.0,
27264,folder (unfolded); broadside; 13 x 9.5 inches (unfolded),inches,13 X 9.5,,0,13.0,9.5,
27265,folder; 7.75 x 11.8125 inches,inches,7.75X11.8125,,0,7.75,11.8125,
27266,"photocopy; 8.5 x 11 inches; bent corner (bottom, left); metal fastner",inches,8.5 X 11,,0,8.5,11.0,
27267,"letterhead; 8.5 x 11 inches; bent corner (upper, left)",inches,8.5 X 11,,0,8.5,11.0,
27268,photocopy (2 pages); 8.5 x 14 inches,inches,8.5 X 14,,0,8.5,14.0,
27269,photocopy (2 pages); 8.5 x 14 inches,inches,8.5 X 14,,0,8.5,14.0,
27270,photocopy; 8.5 x 14 inches; folded in quarters,inches,8.5 X 14,,0,8.5,14.0,
27271,photocopy; 8.5 x 14 inches; folded in quarters,inches,8.5 X 14,,0,8.5,14.0,
27272,photocopy; 8.5 x 14 inches; folded in quarters,inches,8.5 X 14,,0,8.5,14.0,
27273,photocopy; 8.5 x 14 inches; folded in quarters,inches,8.5 X 14,,0,8.5,14.0,
27274,photocopy; 8.5 x 14 inches; folded in quarters,inches,8.5 X 14,,0,8.5,14.0,
27278,folder; 9 x 12 inches; uneven seam; rust; crease upper right corner,inches,9 X 12,,0,9.0,12.0,
27280,folder; 11 x 14 inches; crease (center); ink tracings; hole (center); stains,inches,11 X 14,,0,11.0,14.0,
27281,folder; 11 x 14 inches; crease (botton right corner); ink tracings; stains,inches,11 X 14,,0,11.0,14.0,
27282,broadside; 9 x 19 inches; crease (bottom right corner),inches,9 X 19,,0,9.0,19.0,
27283,folder; 7.25 x 9.5 inches,inches,7.25 X 9.5,,0,7.25,9.5,
27284,folder; 6.37 x 9.5 inches; bound with elastic cord; soot (upper right corner),inches,6.37 X 9.5,,0,6.37,9.5,
27285,folder; 6.5 x 9.5 inches,inches,6.5 X 9.5,,0,6.5,9.5,
27287,folder; 7.25 x 9.5 inches,inches,7.25 X 9.5,,0,7.25,9.5,
27288,one page; 8.5 x 12 inches,inches,8.5 X 12,,0,8.5,12.0,
27289,broadside; 9 x 13 inches,inches,9 X 13,,0,9.0,13.0,
27290,broadside; 9 x 13 inches,inches,9 X 13,,0,9.0,13.0,
27291,"folder; 9.875 x 12.75 inches; water stain (center, seam)",inches,9.875X12.75,,0,9.875,12.75,
27292,broadside; 8 x 12.5 inches,inches,8 X 12.5,,0,8.0,12.5,
27293,folder; 8.8125 x 11.5 inches,inches,8.8125X11.5,,0,8.8125,11.5,
27294,tri-fold; 8 x 13.25 inches,inches,8 X 13.25,,0,8.0,13.25,
27295,folder; 8.5 x 11.5 inches,inches,8.5 X 11.5,,0,8.5,11.5,
27296,folder; 8.62 x 11.25 inches,inches,8.62X11.25,,0,8.62,11.25,
27297,folder; 9.75 x 13 inches; uneven edge to paper; food stains,inches,9.75 X 13,,0,9.75,13.0,
27299,folder; 7.75 x 10.5 inches; pencil markings (cover); water stains (crease),inches,7.75 X 10.5,,0,7.75,10.5,
27300,folder; 7.75 x 10 inches,inches,7.75 X 10,,0,7.75,10.0,
27301,"folder; 8 x 10.5 inches; water stain (center, bottom, middle)",inches,8 X 10.5,,0,8.0,10.5,
27302,broadside; 9 x 13 inches,inches,9 X 13,,0,9.0,13.0,
27303,folder with insert; ribbon binding; 8.5 x 11 inches,inches,8.5 X 11,,0,8.5,11.0,
27304,broadside; 9.5 x 12.75 inches; creased (width-wise),inches,9.5 X 12.75,,0,9.5,12.75,
27305,broadside; 9.5 x 12.75 inches; creased (width-wise),inches,9.5 X 12.75,,0,9.5,12.75,
27306,broadside; 9.5 x 12.75 inches; creased (width-wise),inches,9.5 X 12.75,,0,9.5,12.75,
27307,broadside; 9.5 x 12.75 inches; creased (width-wise),inches,9.5 X 12.75,,0,9.5,12.75,
27308,broadside,0,,,0,,,
27309,folder (unfolded); 11.75 x 7.75 inches,inches,11.75X7.75,,0,11.75,7.75,
27310,folder; 8.75 x 11.5 inches; metal fastners along edges,inches,8.75 X 11.5,,0,8.75,11.5,
27311,folder; 9.875 x 13.75 inches,inches,9.875X13.75,,0,9.875,13.75,
27312,"folder; 9 x 12.5 inches; water stain (bottom, center)",inches,9 X 12.5,,0,9.0,12.5,
27313,folder; 9.8 x 12.75 inches,inches,9.8 X 12.75,,0,9.8,12.75,
27314,broadside); 9 x 13 inches,inches,9 X 13,,0,9.0,13.0,
27315,broadside; 10.375 x 15.375 inches; creased (accordian fold); metal fastner ,inches,10.375X15.375,,0,10.375,15.375,
27316,folder; 7.75 x 10.5 inches; sticker (front cover),inches,7.75 X 10.5,,0,7.75,10.5,
27317,broadside; 8 x 12.375 inches,inches,8 X 12.375,,0,8.0,12.375,
27318,broadside; 8 x 12.375 inches ,inches,8 X 12.375,,0,8.0,12.375,
27320,door knob sign; 4.875 x 11.875 inches,inches,4.875X11.875,,0,4.875,11.875,
27321,folder; 9.25 x 12.625 inches,inches,9.25X12.625,,0,9.25,12.625,
27322,folder; 9.25 x 12.625 inches,inches,9.25X12.625,,0,9.25,12.625,
27323,broadside; 10.25 x 13.75 inches,inches,10.25X13.75,,0,10.25,13.75,
27324,"folder (with insert, 2 copies); cord binding; 8.375 x 11 inches",inches,8.375 X 11,,0,8.375,11.0,
27325,folder (with plastic cover); 9.75 x 14 inches; cracked and bent plastic cover,inches,9.75 X 14,,0,9.75,14.0,
27326,folder (with insert);blue cord binding; 8.5 x 11 inches,inches,8.5 X 11,,0,8.5,11.0,
27327,broadside; 5.5 x 6.25 inches,inches,5.5X6.25,,0,5.5,6.25,
27328,folder; 7.25 x 9.5 inches,inches,7.25 X 9.5,,0,7.25,9.5,
27329,folder; 6.5 x 9.5 inches,inches,6.5 X 9.5,,0,6.5,9.5,
27330,,,,,0,,,
27331,"folder; 9.78 x 12.625 inches; water stains (center, bottom)",inches,9.78X12.625,,0,9.78,12.625,
27332,folder; 8.5 x 11.5 inches; tear (verso),inches,8.5 X 11.5,,0,8.5,11.5,
27333,folder; bound with elastic cord and metal fastners (handle); acrylic cover (cracking at fold); 10.5 x 14.25 inches,inches,10.5X14.25,,0,10.5,14.25,
27334,"broadside; 8.25 x 11.75 inches; water stain (bottom, right)",inches,8.25X11.75,,0,8.25,11.75,
