id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
21369,FOLDER;COL;7.5X14;,inches,7.5X14.0,,0,7.5,14.0,
21370,FOLDER;ILLUS;COL;;6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
21371,CARD; ILLUS; COL; 5.25 X 7.75;,inches,5.25X7.75,,0,5.25,7.75,
21373,BROADSIDE; 5.5X9.0;,inches,5.5X9.0,,0,5.5,9.0,
21374,CARD; 4 X 6.25;,inches,4.0X6.25,,0,4.0,6.25,
21375,FOLDER; ILLUS; COL; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
21376,BROADSIDE; HOTEL EMBLEM; COL; 4 X 7.5;,inches,4.0X7.5,,0,4.0,7.5,
21377,BOOKLET; ILLUS; 6.5 X 8.25;,inches,6.5X8.25,,0,6.5,8.25,
21378,FOLDER; ILL; 3.75X5.5,inches,3.75X5.5,,0,3.75,5.5,
21379,FOLDER;ILLUS. COVER;3.25 X 4.25;,inches,3.25X4.25,,0,3.25,4.25,
21380,FOLDER; COL; ILLUS; 4.75X6.5;,inches,4.75X6.5,,0,4.75,6.5,
21382,CARD;ILL;COL;6.25X11;,inches,6.25X11.0,,0,6.25,11.0,
21383,ILLUS. FOLDER,0,,,0,,,
21385,CARD;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21387,CARD; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
21388,BROADSIDE; ILLUS; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
21390,CARD; 4X8.5;,inches,4.0X8.5,,0,4.0,8.5,
21391,CARD; 4 X 9.25;,inches,4.0X9.25,,0,4.0,9.25,
21392,BOOKLET; ILLUS; COL; 5.6X10.25;,inches,5.6X10.25,,0,5.6,10.25,
21393,BROADSIDE; 6 X 9.25;,inches,6.0X9.25,,0,6.0,9.25,
21394,FOLDER;4.25X6.25;,inches,4.25X6.25,,0,4.25,6.25,
21395,FOLDER; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
21396,CARD; 4 X 6.5;,inches,4.0X6.5,,0,4.0,6.5,
21397,FOLDER; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21401,FOLDER;ILLUS;COL;5X6.5;,inches,5.0X6.5,,0,5.0,6.5,
21402,BOOKLET; ILLUS; 4X5;,inches,4.0X5.0,,0,4.0,5.0,
21403,FABRIC BOOKLET;COL; 4.5 X 5.75;,inches,4.5X5.75,,0,4.5,5.75,
21404,CARD; ILLUS;4.25 X 6;,inches,4.25X6.0,,0,4.25,6.0,
21406,CARD; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21407,CARD; 6.25 X 9.25;,inches,6.25X9.25,,0,6.25,9.25,
21408,CARD; COL; 3.5X6.25;,inches,3.5X6.25,,0,3.5,6.25,
21409,BOOKLET; ILLUS; COL; 4.5X7.2;,inches,4.5X7.2,,0,4.5,7.2,
21410,CARD;ILL;COL;5X8;,inches,5.0X8.0,,0,5.0,8.0,
21412,FOLDER;ILL;6X8.5,inches,6.0X8.5,,0,6.0,8.5,
21413,FOLDER; ILLUS; 5 X 6.5;,inches,5.0X6.5,,0,5.0,6.5,
21414,CARD; ILLUS; COL; 4.75 X 8;,inches,4.75X8.0,,0,4.75,8.0,
21415,BOOKLET; ILLUS; COL; 5.25 X 7;,inches,5.25X7.0,,0,5.25,7.0,
21416,CARD; ILLUS; COL; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
21417,FOLDER; ILLUS; COL; 4 X 6.25;,inches,4.0X6.25,,0,4.0,6.25,
21418,BROADSIDE; 4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21419,CARD; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21420,CARD; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
21421,CARD;7X11;,inches,7.0X11.0,,0,7.0,11.0,
21422,FOLDER; 4 X 5.75;,inches,4.0X5.75,,0,4.0,5.75,
21423,FOLDER; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
21426,BROADSIDE; ILL; 4X6.5,inches,4.0X6.5,,0,4.0,6.5,
21427,BROADSIDE; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
21428,BOOKLET; ILLUS; COL; 8 X 11;,inches,8.0X11.0,,0,8.0,11.0,
21429,FOLDER; ILLUS; COL; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
21430,CARD; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
21431,FOLDER;ILL;5 1/4X41/2,inches,5.25X4.5,,0,5.25,4.5,
21432,FOLDER; ILLUS; 5.75 X 9.25;,inches,5.75X9.25,,0,5.75,9.25,
21433,BOOKLET;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
21434,CARD;COL;3.75X5.5;,inches,3.75X5.5,,0,3.75,5.5,
21435,FOLDER;ILLUS;COL;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21436,BOLDER; 3.5 X 5.25;,inches,3.5X5.25,,0,3.5,5.25,
21437,CARD; COL; 4.5 X.6.25;,inches,4.5X6.25,,0,4.5,6.25,
21438,FOLDER; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
21440,CARD;ILL;COL;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21441,FOLDER; ILLUS; COL; 3.6X5.75;,inches,3.6X5.75,,0,3.6,5.75,
21442,FOLDER; ILL; 5X5.5,inches,5.0X5.5,,0,5.0,5.5,
21443,CARD; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
21444,BOOKLET; ILLUS; COL; 5.75X7.5;,inches,5.75X7.5,,0,5.75,7.5,
21445,BOOKLET; ILLUS; 5.75X8;,inches,5.75X8.0,,0,5.75,8.0,
21446,BOOKLET; ILLUS; COL; 7 X 10;,inches,7.0X10.0,,0,7.0,10.0,
21447,BOOKLET;ILL;COL;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21448,BOOKLET; ILLUS; 6.75 X 9;,inches,6.75X9.0,,0,6.75,9.0,
21449,CARD; 5X7.25,inches,5.0X7.25,,0,5.0,7.25,
21450,BOOKLET; ILLUS; COL; 6.6X8.6;,inches,6.6X8.6,,0,6.6,8.6,
21453,BOOKLET; ILLUS; COL; 6.5X8;,inches,6.5X8.0,,0,6.5,8.0,
21454,CARD; ILLUS; 4.5X6.75;,inches,4.5X6.75,,0,4.5,6.75,
21455,BOOKLET; ILLUS; COL; 4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21456,FOLDER; 4.5X7.0; ILLUS; COL;,inches,4.5X7.0,,0,4.5,7.0,
21457,BROADSHEET; 6.5X8.75; ILLUS; COL;,inches,6.5X8.75,,0,6.5,8.75,
21458,BROADSHEET; ILLUS; COL; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
21459,FOLDER; ILLUS; COL; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
21460,CARD; ILLUS; 4.25 X 9;,inches,4.25X9.0,,0,4.25,9.0,
21461,FOLDER; ILLUS; 6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
21463,BROADSIDE; 4.25. x 6.5;,inches,4.25X6.5,,0,4.25,6.5,
21464,FOLDER;6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
21467,FOL; ILLUS; 7 x 11;,inches,7.0X11.0,,0,7.0,11.0,
21469,CARD; ILLUS; COL; 5.5X7.75;,inches,5.5X7.75,,0,5.5,7.75,
21470,FOLDER; 3.5 X 4.5;,inches,3.5X4.5,,0,3.5,4.5,
21473,CARD; ILLUS; COL; 8.75X12.75;,inches,8.75X12.75,,0,8.75,12.75,
21474,CARD;ILL;COL;4X7.5;,inches,4.0X7.5,,0,4.0,7.5,
21476,BROADSIDE; ILLUS; 12 X 15;,cm,4.68X5.85,,0,12.0,15.0,
21480,BROADSIDE; ILLUS; COL; 5.25X7.5;,inches,5.25X7.5,,0,5.25,7.5,
21481,CARD;ILLUS;5X9;,inches,5.0X9.0,,0,5.0,9.0,
21482,FOLDER; ILLUS; 4.75X6.75;,inches,4.75X6.75,,0,4.75,6.75,
21484,FOLDER; 3.75 X 7;,inches,3.75X7.0,,0,3.75,7.0,
21485,CARD; ILLUS; COL; 5.25X8;,inches,5.25X8.0,,0,5.25,8.0,
21486,CARD; ILLUS; 5.5X3.5;,inches,5.5X3.5,,0,5.5,3.5,
21488,BROADSIDE;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21489,BROADSHEET; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21490,FOLDER; ILLUS; COL; 7X10;,inches,7.0X10.0,,0,7.0,10.0,
21492,BROADSIDE; ILLUS; COL; 7X10.5;,inches,7.0X10.5,,0,7.0,10.5,
21495,FOLDER; ILLUS; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
21497,CARD; 7.25 X 9.5;,inches,7.25X9.5,,0,7.25,9.5,
21501,FOLDER; ILLUS; 8.25 X 11.5;,inches,8.25X11.5,,0,8.25,11.5,
21502,BOOKLET;3.5 X 4;,inches,3.5X4.0,,0,3.5,4.0,
21503,FOLDER; ILLUS; COL; 5 X 6.5;,inches,5.0X6.5,,0,5.0,6.5,
21505,BOOKLET; ILLUS; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21510,CARD; ILLUS; COL; 7X11;,inches,7.0X11.0,,0,7.0,11.0,
21514,BOOKLET; ILLUS; COL; 5.75X7;,inches,5.75X7.0,,0,5.75,7.0,
21515,FOLDER; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
21516,BOOKLET; ILLUS; COL; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
21519,BROADSHEET; 4.5 X  6X5;,inches,4.5X6X5,,0,4.5,6.0,5.0
21520,CARD; 3.5 X 5.5;,inches,3.5X5.5,,0,3.5,5.5,
21522,CARD; COL; 4.5 X 6.75;,inches,4.5X6.75,,0,4.5,6.75,
21533,FOLDER; ILLUS; 6 X 7.5;,inches,6.0X7.5,,0,6.0,7.5,
21538,FOLDER; 3X4;,inches,3.0X4.0,,0,3.0,4.0,
21539,BOOKLET; ILL; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
21543,BOOKLET; ILLUS; COL; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
21544,FOLDER; 5.0X6.5;,inches,5.0X6.5,,0,5.0,6.5,
21545,CARD; 5 X 8; ILLUS;,inches,5.0X8.0,,0,5.0,8.0,
21547,BOOKLET; ILLUS; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
21550,BROADSHEET;ILLUS;4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21552,BOOKLET; ILLUS; COL; 5.50X6.75;,inches,5.5X6.75,,0,5.5,6.75,
21553,FOLDER; ILLUS; COL; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
21555,CARD; 6 X 9;,inches,6.0X9.0,,0,6.0,9.0,
21556,FOLDER; ILLUS; 5.5 X 7;,inches,5.5X7.0,,0,5.5,7.0,
21557,BOOKLET; COL; 5 X 8.25;,inches,5.0X8.25,,0,5.0,8.25,
21558,BROADSHEET;5X8;,inches,5.0X8.0,,0,5.0,8.0,
21559,FOLDER; ILLUS; COL; 4.5 X 6.5;,inches,4.5X6.5,,0,4.5,6.5,
21560,CARD; 6 X 9;,inches,6.0X9.0,,0,6.0,9.0,
21561,CARD; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21562,CARD; 5.5 X 9;,inches,5.5X9.0,,0,5.5,9.0,
21564,CARD; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
21565,BROADSIDE; COL; 5 X 9;,inches,5.0X9.0,,0,5.0,9.0,
21566,FOLDER; ILLUS; COL; 6.25X5;,inches,6.25X5.0,,0,6.25,5.0,
21567,FOLDER; ILL; 5.5X7.75,inches,5.5X7.75,,0,5.5,7.75,
21568,FOLDER; GOLD TRIM;5 X 6.25;,inches,5.0X6.25,,0,5.0,6.25,
21569,CARD; ILLUS; COL; 6 X 8;,inches,6.0X8.0,,0,6.0,8.0,
21570,FOLDER;ILLUS COVER;4.25 X 5.25;,inches,4.25X5.25,,0,4.25,5.25,
21571,FOLDER; ILLUS; COL; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
21572,BROADSHEET; ILLUS; 5X7.75;,inches,5.0X7.75,,0,5.0,7.75,
21573,FOLDER; 4.5 X 7.75; ILLUS; COL;,inches,4.5X7.75,,0,4.5,7.75,
21574,CARD;ILL;COL;5.5X8;,inches,5.5X8.0,,0,5.5,8.0,
21576,BROADSHEET; ILLUS; COL; 5 X 7.75;,inches,5.0X7.75,,0,5.0,7.75,
21577,BOOKLET; ILLUS;5.5X9;,inches,5.5X9.0,,0,5.5,9.0,
21578,FOLDER; ILL; 5X5.75,inches,5.0X5.75,,0,5.0,5.75,
21581,FOLDER; ILLUS; COL; 3.5 X 5;,inches,3.5X5.0,,0,3.5,5.0,
21582,FOLDER; ILLUS; COL; 5.5X5.5;,inches,5.5X5.5,,0,5.5,5.5,
21583,CARD; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21584,FOLDER; ILLUS; 5X7.25;,inches,5.0X7.25,,0,5.0,7.25,
21587,CARD; ILLUS; COL; 5.75 X 9;,inches,5.75X9.0,,0,5.75,9.0,
21589,BROADSHEET;GOLD TRIM;6.75X10.75;,inches,6.75X10.75,,0,6.75,10.75,
21590,BOOKLET; ILLUS; COL; 5.6X7;,inches,5.6X7.0,,0,5.6,7.0,
21592,CARD; ILLUS; COL; 4X7.25;,inches,4.0X7.25,,0,4.0,7.25,
21593,CARD; ILLUS; 7 X 14;,inches,7.0X14.0,,0,7.0,14.0,
21595,FOLDER; 5.75 X 9.75;,inches,5.75X9.75,,0,5.75,9.75,
21596,CARD; ILLUS; COL; 4.25X5.75;,inches,4.25X5.75,,0,4.25,5.75,
21597,CARD; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21598,FOLDER; ILLUS; COL; 8 X 11;,inches,8.0X11.0,,0,8.0,11.0,
21599,FOLDER; ILL; 5X7,inches,5.0X7.0,,0,5.0,7.0,
21601,FOLDER;ILL;COL;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21602,BROADSIDE; ILLUS; COL; 4.25X6.25;,inches,4.25X6.25,,0,4.25,6.25,
21603,CARD; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21604,BROADSIDE; ILLUS; COL; 6X8;,inches,6.0X8.0,,0,6.0,8.0,
21606,CARD; ILLUS; 5.6X8;,inches,5.6X8.0,,0,5.6,8.0,
21607,BOOKLET; ILLUS; COL; 5.25X7;,inches,5.25X7.0,,0,5.25,7.0,
21608,BOOKLET; ILLUS; 4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21609,BOOK;COL;4X6,inches,4.0X6.0,,0,4.0,6.0,
21610,CARD; 3.75 X 7;,inches,3.75X7.0,,0,3.75,7.0,
21611,BROADSIDE; 4.5 X 6.5;,inches,4.5X6.5,,0,4.5,6.5,
21613,CARD; ILLUS; COL; 4.75X9;,inches,4.75X9.0,,0,4.75,9.0,
21614,FOLDER; ILLUS; 4.75 X 7.5;,inches,4.75X7.5,,0,4.75,7.5,
21615,CARD; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
21616,CARD; COL; ILLUS; 5.5 X 7.5;,inches,5.5X7.5,,0,5.5,7.5,
21618,BROADSHEET; 6.25 X 10.5;,inches,6.25X10.5,,0,6.25,10.5,
21619,FOLDER; ILLUS;COL;2.5X6;,inches,2.5X6.0,,0,2.5,6.0,
21620,BOOKLET; ILLUS; 5.25 X 7;,inches,5.25X7.0,,0,5.25,7.0,
21621,BROADSIDE; ILLUS; 4.75 X 7;,inches,4.75X7.0,,0,4.75,7.0,
21622,CARD; ILLUS;3.25X5;,inches,3.25X5.0,,0,3.25,5.0,
21623,CARD; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21624,CARD; 3.5 X 5.25;,inches,3.5X5.25,,0,3.5,5.25,
21626,BROADSIDE; ILLUS; COL; 5.25X8.25;,inches,5.25X8.25,,0,5.25,8.25,
21628,BROADSIDE; 5.5X8.25;,inches,5.5X8.25,,0,5.5,8.25,
21629,CARD; 5.0X8.25; ILLUS; COLOR;,inches,5.0X8.25,,0,5.0,8.25,
21630,CARD; COL; ILLUS; 6.5 X 8;,inches,6.5X8.0,,0,6.5,8.0,
21631,FOLDER; 4.75X5.5;,inches,4.75X5.5,,0,4.75,5.5,
21632,BROADSIDE; COL; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
21633,FOLDER; ILLUS; COL; 5.25X8;,inches,5.25X8.0,,0,5.25,8.0,
21634,CARD; ILLUS; 5.6X6.6;,inches,5.6X6.6,,0,5.6,6.6,
21635,ILLUS.BROADSIDE,0,,,0,,,
21637,BROADSIDE; ILLUS; COL; 5.75X8.5;,inches,5.75X8.5,,0,5.75,8.5,
21638,BROADSIDE; ILLUS; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
21639,CARD; 7 X 11;,inches,7.0X11.0,,0,7.0,11.0,
21640,BROADSIDE; ILLUS; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21641,BOOKLET; ILLUS; COL; RIBBON TRIM; 6.5 X 6;,inches,6.5X6.0,,0,6.5,6.0,
21643,FOLDER;ILLUS;6.5X10.5;,inches,6.5X10.5,,0,6.5,10.5,
21644,BOOKLET; ILLUS; COL; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
21645,BROADSIDE; ILLUS; COL; 4.75X6.5;,inches,4.75X6.5,,0,4.75,6.5,
21646,CARD; COL; ILLUS; 4.25 X 6.75;,inches,4.25X6.75,,0,4.25,6.75,
21647,BROADSIDE; ILLUS; COL; 5.25X8.25;,inches,5.25X8.25,,0,5.25,8.25,
21648,BROADSIDE; 4 5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21649,CARD; 6.0X9.25;,inches,6.0X9.25,,0,6.0,9.25,
21650,CARD; ILLUS; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21652,FOLDER;ILLUS;6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
21653,BOOKLET; ILL; 4.75X6;,inches,4.75X6.0,,0,4.75,6.0,
21655,BROADSIDE; ILLUS; 9.5X12.5;,inches,9.5X12.5,,0,9.5,12.5,
21656,BROADSIDE; ILLUS;3.5X5.5;,inches,3.5X5.5,,0,3.5,5.5,
21657,BROADSHEET; 5.5X8.75;,inches,5.5X8.75,,0,5.5,8.75,
21658,BOOKLET; COL; ILLUS; 6 X 9;,inches,6.0X9.0,,0,6.0,9.0,
21659,FOLDER; 5.5 X 7.5;,inches,5.5X7.5,,0,5.5,7.5,
21660,BROADSIDE; ILLUS. BORDER; 5.5 X 7.75;,inches,5.5X7.75,,0,5.5,7.75,
21661,BROADSIDE; 9X6,inches,9.0X6.0,,0,9.0,6.0,
21662,BOOKLET; ILLUS; 5.25X6.5;,inches,5.25X6.5,,0,5.25,6.5,
21664,BOOKLET; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
21665,BOOKLET; ILLUS; 4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21667,BOOKLET; O;;IS; COL; 9.5 X 9.75;,inches,9.5X9.75,,0,9.5,9.75,
21668,FOLDER;  4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21669,BOOKLET;SILK COVER;ILLUS;7X9.25;,inches,7.0X9.25,,0,7.0,9.25,
21671,BOOKLET;ILLUS;4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
21672,CARD;ILL;COL;5.25X8;,inches,5.25X8.0,,0,5.25,8.0,
21673,FOLDER; ILLUS; 8.5 X 5;,inches,8.5X5.0,,0,8.5,5.0,
21674,CARD; ILLUS; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
21675,FOLDER;ILLUS; COL; 7 X 11;,inches,7.0X11.0,,0,7.0,11.0,
21676,FOLDER; ILLUS; 3.24X5.5;,inches,3.24X5.5,,0,3.24,5.5,
21678,FOLDER;ILL;COL;4.5X6;,inches,4.5X6.0,,0,4.5,6.0,
21679,CARD; ILLUS; COL; 5.5 X 8;,inches,5.5X8.0,,0,5.5,8.0,
21680,BOOKLET; ILLUS; 5 X 6.25;,inches,5.0X6.25,,0,5.0,6.25,
21681,FOLDER; 5X6.75;,inches,5.0X6.75,,0,5.0,6.75,
21682,BOOKLET; COL; 5.75 X 7.75;,inches,5.75X7.75,,0,5.75,7.75,
21683,CARD; ILLU; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
21684,FOLDER; COL; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
21686,CARD; ILLUS; COL; 7.75X12;,inches,7.75X12.0,,0,7.75,12.0,
21687,FOLDER; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21688,FOLDER; ILL; 4X6,inches,4.0X6.0,,0,4.0,6.0,
21689,FOLDER; ILLUS; COL; 4.25 X 6.5;,inches,4.25X6.5,,0,4.25,6.5,
21690,BOOKLET; ILLUS; COL; 4.25X5.75;,inches,4.25X5.75,,0,4.25,5.75,
21691,CARD; 4.25 X 6.25;,inches,4.25X6.25,,0,4.25,6.25,
21692,FOLDER; ILLUS; 3.25 X 5.75;,inches,3.25X5.75,,0,3.25,5.75,
21694,BOOKLET;ILL;COL;7.25X11.25;,inches,7.25X11.25,,0,7.25,11.25,
21695,BOOKLET,0,,,0,,,
21698,FOLDER; COL; 5.5 X 9.5;,inches,5.5X9.5,,0,5.5,9.5,
21699,CARD; ILLUS; COL; 6X9.25;,inches,6.0X9.25,,0,6.0,9.25,
21700,BOOKLET; COL; 5.6X7.75;,inches,5.6X7.75,,0,5.6,7.75,
21701,BOOKLET; ILLUS; COL; 5/24X6.5;,inches,5.24X6.5,,0,5.24,6.5,
21702,BROADSIDE;ILLUS; COL;8X9;,inches,8.0X9.0,,0,8.0,9.0,
21703,CARD;ILLUS;COL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
21705,BROADSIDE; ILLUS; COL; 6X8;,inches,6.0X8.0,,0,6.0,8.0,
21706,FOLDER; ILLUS; 5.25X7.5;,inches,5.25X7.5,,0,5.25,7.5,
21707,FOLDER; 4X5;,inches,4.0X5.0,,0,4.0,5.0,
21708,CARD; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
21709,CARD; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
21713,BOOKLET;ILLUS; COL; 7.75 X 10;,inches,7.75X10.0,,0,7.75,10.0,
21714,BOOKLET;ILL;COL;5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
21716,BOOKLET; ILLUS; COL; 6.75X9;,inches,6.75X9.0,,0,6.75,9.0,
21718,BROADSHEET; ILLUS; 5.25X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
21720,BOOKLET; ILLUS; COL; 5.75X9;,inches,5.75X9.0,,0,5.75,9.0,
21721,BOOKLET; ILLUS; 6 X 8;,inches,6.0X8.0,,0,6.0,8.0,
21723,CARD; 3.75X7.5;,inches,3.75X7.5,,0,3.75,7.5,
21724,FOLDER; ILLUS; 5X4;,inches,5.0X4.0,,0,5.0,4.0,
21725,BOOKLET; ILLUS; COL;10X7;,inches,10.0X7.0,,0,10.0,7.0,
21726,BROADSHEET,0,,,0,,,
21727,BOOKLET; ILLUS; 5.75 X 7.75;,inches,5.75X7.75,,0,5.75,7.75,
21729,CARD; ILLUS; COL; 6 X 10;,inches,6.0X10.0,,0,6.0,10.0,
21730,BOOKLET;ILLUS;COL;5X8/25;,inches,5.0X8.25,,0,5.0,8.25,
21732,CARD; ILLUS; COL; 6 X 8;,inches,6.0X8.0,,0,6.0,8.0,
21733,FOLDER; COL; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
21734,CARD; ILLUS; COL; 5.25 X 7.75;,inches,5.25X7.75,,0,5.25,7.75,
21735,CARD; ILLUS; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
21736,FOLDER; COL; 3 X 6;,inches,3.0X6.0,,0,3.0,6.0,
21737,BOOKLET; 5.5X7.5; COL;,inches,5.5X7.5,,0,5.5,7.5,
21738,BOOKLET; ILLUS; COL; 7 X 8.25;,inches,7.0X8.25,,0,7.0,8.25,
21739,FOLDER;ILL;COL;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
21740,BROADSIDE; ILLUS; COL; 6X9;,inches,6.0X9.0,,0,6.0,9.0,
21742,BROADSIDE; ILLUS; COL; 3 X 8;,inches,3.0X8.0,,0,3.0,8.0,
21743,FOLDER; ILLUS; COL; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
21744,FOLDER; ILLUS; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
21745,BROADSIDE; MENU IN FRENCH; 4.25 X 8.5 ;,inches,4.25X8.5,,0,4.25,8.5,
21746,BROADSHEET;ILLUS;COL;4X7.75;,inches,4.0X7.75,,0,4.0,7.75,
21747,CARD; 6.25 X 10.75;,inches,6.25X10.75,,0,6.25,10.75,
21748,FOLDER;ILLUS;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
21749,FOLDER; ILLUS; COL; 4 X 6;,inches,4.0X6.0,,0,4.0,6.0,
21750,FOLDER; ILLUS; COL; 4 X 6;,inches,4.0X6.0,,0,4.0,6.0,
