id,width,height,optional
13043,4.25,8.0,
13044,4.5,8.75,
13045,5.5,8.5,
13047,6.75,8.25,
13049,4.0,6.25,
13050,3.5,5.75,
13052,4.25,6.5,
13053,3.5,9.5,
13054,5.0,7.0,
13057,5.5,7.5,
13058,8.0,10.0,
13059,7.0,11.0,
13060,4.75,6.75,
13061,4.0,6.25,
13062,4.0,6.25,
13063,4.0,6.25,
13064,3.5,4.5,
13065,4.0,6.25,
13066,5.0,8.0,
13067,5.0,8.0,
13069,3.75,6.0,
13070,5.0,8.0,
13071,5.0,8.0,
13072,5.0,8.0,
13073,4.5,7.5,
13074,5.0,8.0,
13075,5.0,7.0,
13076,4.25,6.5,
13077,4.25,7.0,
13078,4.75,7.5,
13079,4.0,7.5,
13080,4.25,6.5,
13081,3.25,5.0,
13082,3.75,7.0,
13083,4.25,6.5,
13084,4.5,6.25,
13085,5.0,8.0,
13086,5.0,8.0,
13087,5.0,8.0,
13088,5.25,7.5,
13089,4.75,7.0,
13090,6.0,8.0,
13091,6.0,8.0,
13092,4.5,6.75,
13093,4.5,6.5,
13097,4.75,6.25,
13098,4.75,6.25,
13099,5.5,8.5,
13100,4.5,7.0,
13101,4.25,6.5,
13102,4.25,6.5,
13103,4.25,6.5,
13104,,,
13105,3.25,6.75,
13106,5.5,7.0,
13107,5.5,11.0,
13108,5.5,11.0,
13110,5.0,8.0,
13111,3.0,6.0,
13112,5.25,8.5,
13113,5.25,8.5,
13114,5.0,7.0,
13115,5.25,8.5,
13116,5.25,8.5,
13117,8.0,11.0,
13118,4.5,7.25,
13119,5.5,8.5,
13120,6.0,9.5,
13121,7.0,11.0,
13122,6.75,11.0,
13123,4.25,6.0,
13124,,,
13125,5.0,8.0,
13126,4.0,6.25,
13127,4.5,7.25,
13128,4.5,6.5,
13129,4.5,7.25,
13130,4.5,7.0,
13134,4.5,7.0,
13136,4.25,6.5,
13141,4.5,10.75,
13142,5.25,6.25,
13146,4.5,7.5,
13148,5.0,8.5,
13149,5.25,8.5,
13150,5.0,7.0,
13154,6.0,10.0,
13155,6.0,9.25,
13157,4.0,6.25,
13162,4.0,12.5,
13166,6.0,9.0,
13167,4.75,7.25,
13170,4.5,7.25,
13171,4.0,9.0,
13172,4.5,9.0,
13175,7.0,12.0,
13181,6.0,7.5,
13182,5.0,7.0,
13183,,,
13185,6.75,7.0,
13186,5.5,7.0,
13189,4.75,7.5,
13191,4.5,7.0,
13192,6.5,9.5,
13193,5.5,8.5,
13194,5.0,8.0,
13195,5.25,9.75,
13196,4.0,7.0,
13197,4.5,8.0,
13198,5.5,8.0,
13199,4.5,7.0,
13201,5.75,7.25,
13202,4.5,7.0,
13203,7.0,11.0,
13205,5.5,9.0,
13206,3.5,4.75,
13207,4.0,7.5,
13208,5.0,10.0,
13209,5.5,7.0,
13211,5.5,8.5,
13212,4.75,7.0,
13214,5.5,7.0,
13215,5.25,8.75,
13216,5.0,7.5,
13217,4.5,7.0,
13218,3.75,5.75,
13219,5.5,9.75,
13221,5.5,6.75,
13222,5.5,6.75,
13224,4.75,6.75,
13225,4.25,7.0,
13226,5.5,7.0,
13227,5.5,8.0,
13228,5.5,9.5,
13229,5.5,9.5,
13230,5.5,8.0,
13231,3.75,5.5,
13232,,,
13233,5.75,10.25,
13234,3.75,5.5,
13236,4.0,5.75,
13239,10.0,9.5,
13241,5.0,7.5,
13242,5.0,9.5,
13246,5.0,8.5,
13247,5.0,6.5,
13248,5.0,8.0,
13249,5.0,7.0,
13250,4.75,6.25,
13251,5.5,7.0,
13252,4.5,6.25,
13253,3.5,6.25,
13254,4.5,6.5,
13255,5.25,8.5,
13256,5.5,9.5,
13257,5.25,8.0,
13258,5.5,8.0,
13259,5.5,9.25,
13260,4.5,7.5,
13261,4.5,7.5,
13262,5.5,9.25,
13263,4.5,7.5,
13264,5.5,7.75,
13266,4.5,7.25,
13267,5.5,8.5,
13268,4.5,7.5,
13269,5.25,7.0,
13270,5.25,7.0,
13271,5.75,7.5,
13272,6.5,9.0,
13273,5.25,7.5,
13274,5.0,7.0,
13275,5.5,6.75,
13276,4.5,7.0,
13277,5.0,9.0,
13278,4.0,7.0,
13279,7.0,10.0,
13280,4.5,7.0,
13281,5.0,9.5,
13282,5.0,8.5,
13283,5.5,8.0,
13288,5.5,7.75,
13289,5.5,8.25,
13291,5.25,7.75,
13292,6.5,11.0,
13293,5.0,8.0,
13294,5.0,8.0,
13295,5.5,8.0,
13296,3.25,6.5,
13297,5.0,8.0,
13298,5.5,8.25,
13301,4.5,7.25,
13302,6.0,9.5,
13304,5.0,7.0,
13305,5.5,7.0,
13306,5.5,8.0,
13307,6.0,8.5,
13308,4.0,7.0,
13310,3.25,5.25,
13311,3.0,7.75,
13312,5.25,8.0,
13313,5.0,7.5,
13314,5.5,8.0,
13315,10.0,9.5,
13316,5.0,7.5,
13317,5.25,7.5,
13318,5.25,7.5,
13319,5.25,7.5,
13320,5.5,7.75,
13323,4.75,6.5,
13328,6.25,8.0,
13329,5.5,6.5,
13330,5.5,7.5,
13331,6.0,7.75,
13332,5.5,6.75,
13334,6.0,11.75,
13335,4.5,3.25,
13337,5.5,8.0,
13338,5.0,7.5,
13339,5.0,7.5,
13340,5.25,8.0,
13341,5.5,7.5,
13342,4.5,7.75,
13343,5.25,7.5,
13344,4.0,6.25,
13349,5.0,8.0,
13351,5.5,9.0,
13352,5.75,7.75,
13354,6.5,9.25,
13355,6.25,9.0,
13356,6.0,8.0,
13357,8.0,10.0,
13378,4.25,6.5,
13379,4.25,6.5,
13384,6.5,10.5,
13389,4.0,6.25,
13391,4.0,6.25,
13392,4.5,7.5,
13393,4.25,7.0,
13394,5.5,7.0,
13395,5.5,7.0,
13396,5.5,7.0,
13398,4.75,7.25,
13399,3.75,6.0,
13400,4.25,6.25,
13401,4.25,6.25,
13403,4.5,7.5,
13405,4.5,7.5,
13406,5.0,7.0,
13407,5.5,7.75,
13410,5.0,7.5,
13412,4.5,7.25,
13413,10.0,9.5,
13414,5.25,9.0,
13415,6.5,10.5,
13416,5.5,8.5,
13417,5.0,7.5,
13418,5.5,8.5,
13419,5.5,8.5,
13420,5.5,8.5,
13421,4.25,7.0,
13423,4.25,6.5,
13424,3.5,7.75,
13425,5.25,7.5,
13426,4.75,6.5,
13429,5.0,7.25,
13430,5.25,7.5,
13431,5.75,8.75,
13433,5.25,7.5,
13435,5.0,8.0,
13436,4.5,7.5,
13437,6.0,10.0,
13438,5.25,8.0,
13439,5.25,7.5,
13440,6.75,10.5,
13441,5.5,8.5,
13442,5.5,7.0,
13443,5.75,8.5,
13444,4.5,5.5,
13445,5.25,7.75,
13448,4.0,7.25,
13449,3.25,5.5,
13451,5.0,7.75,
13454,4.75,7.5,
13455,5.0,7.75,
13456,4.75,7.5,
13457,3.25,5.0,
13459,4.5,7.25,
13462,5.5,7.0,
13464,5.5,7.0,
13465,5.5,7.0,
13470,3.5,5.75,
13472,7.0,9.75,
13473,,,
13474,5.0,7.0,
13475,5.0,7.0,
13477,4.25,7.0,
13478,5.75,7.75,
13479,4.25,6.25,
13480,6.5,11.0,
13481,5.5,7.5,
13484,4.5,5.75,
13485,4.75,6.5,
13486,4.25,7.0,
13489,5.5,7.5,
13490,5.5,8.5,
13493,6.75,9.75,
13498,5.0,8.0,
13500,6.0,10.5,
13501,5.5,9.5,
13503,6.25,10.75,
13504,4.25,7.0,
13505,5.25,8.0,
13506,5.0,8.0,
13510,5.5,7.75,
13516,5.5,9.25,
13519,5.25,7.75,
13522,4.25,7.0,
13523,5.5,7.75,
13527,5.5,7.75,
13531,4.5,7.0,
13532,5.25,7.5,
13533,5.0,8.5,
13535,5.25,7.75,
13536,4.0,6.0,
13537,4.5,7.0,
13538,4.5,7.0,
13540,3.5,5.5,
13541,3.25,5.75,
13543,4.5,6.5,
13544,5.5,4.0,
13546,5.25,7.5,
13547,6.0,10.25,
13548,7.0,6.0,
13549,5.75,7.5,
13550,4.5,7.5,
13551,4.5,7.5,
13552,4.0,7.0,
13553,5.25,8.5,
13554,6.75,0.5,
13557,5.25,7.5,
13558,5.25,7.5,
13559,5.25,7.5,
13560,4.0,7.0,
13561,4.5,7.5,
13562,5.5,8.5,
13563,5.0,7.5,
13564,4.25,8.0,
13565,5.5,9.0,
13566,5.5,7.0,
13567,5.5,7.0,
13568,5.5,6.75,
13569,5.5,7.75,
13570,10.25,9.5,
13571,5.0,8.0,
13572,5.0,8.0,
13573,5.0,8.0,
13574,5.5,8.8,
13575,4.0,7.0,
13576,5.0,6.0,
13582,5.5,7.0,
13583,6.0,9.5,
13584,6.0,9.5,
13585,7.0,12.0,
13586,7.0,11.0,
13587,7.0,11.0,
13588,7.5,12.5,
13589,7.0,11.5,
13590,4.5,7.0,
13591,,,
13592,4.5,7.0,
13593,4.25,6.25,
13594,4.0,6.25,
13595,5.5,8.0,
13596,5.5,8.5,
13597,6.25,9.75,
13598,4.5,6.75,
13599,4.5,6.75,
13600,4.5,7.5,
13601,5.0,6.25,
13602,4.75,6.0,
13603,5.0,7.0,
13605,5.0,7.5,
13606,8.5,13.0,
13607,3.25,5.0,
13608,4.5,6.5,
13609,4.5,6.5,
13610,4.5,6.5,
13611,3.25,5.25,
13612,10.75,9.0,
13613,5.25,7.5,
13615,5.5,7.0,
13616,5.5,7.0,
13619,7.0,11.0,
13621,5.5,7.0,
13622,6.75,11.0,
13623,7.0,11.0,
13624,7.0,11.0,
13625,7.0,11.0,
13626,6.5,8.5,
13627,4.0,6.5,
13628,5.5,9.25,
13630,5.5,8.25,
13631,6.25,13.0,
13633,5.75,9.0,
13634,4.25,6.75,
13635,6.75,10.75,
13636,5.0,7.0,
13637,5.5,8.75,
13640,4.25,6.75,
13641,4.5,7.5,
13642,3.5,9.25,
13643,5.5,7.5,
13645,5.5,8.75,
13646,5.75,8.75,
13648,4.0,5.0,
13649,5.5,6.6,
13650,5.5,6.6,
13651,5.5,8.5,
13652,,,
13653,5.5,7.0,
13654,5.25,8.25,
13655,6.5,6.5,
13657,5.25,6.25,
13658,4.5,6.5,
13659,4.5,6.5,
13660,5.25,7.0,
13663,4.75,6.0,
13664,5.5,7.75,
13665,5.5,7.0,
13667,4.5,7.0,
13668,5.0,7.0,
13669,6.0,11.0,
13670,6.5,9.75,
13671,10.75,9.0,
13672,5.25,7.75,
13673,5.25,7.75,
13674,10.0,9.25,
13675,4.25,6.75,
13676,4.5,7.25,
13678,6.0,6.75,
13679,4.5,8.75,
13680,4.25,8.0,
13684,4.5,6.5,
13685,5.0,7.25,
13687,5.5,8.5,
13688,5.5,8.5,
13689,4.5,7.0,
13690,4.5,7.0,
13691,4.5,7.25,
13692,4.5,7.25,
13693,5.5,6.6,
13694,5.5,6.6,
13695,6.25,9.5,
13696,4.5,5.25,
13697,7.75,11.25,
13698,6.0,9.75,
13699,4.75,7.25,
13700,4.75,6.75,
13701,5.5,8.25,
13703,5.5,8.25,
13704,5.0,7.5,
13705,6.0,9.0,
13706,5.75,8.5,
13707,5.5,8.5,
13708,5.0,6.0,
13709,3.75,8.75,
13710,6.0,9.25,
13711,4.75,6.5,
13712,,,
13713,6.0,8.0,
13714,3.0,7.75,
13715,3.0,7.75,
13717,10.5,9.25,
13718,5.25,7.75,
13719,10.25,9.75,
13720,4.5,6.5,
13721,5.25,7.75,
13722,5.25,7.75,
13723,3.0,7.75,
13724,3.0,7.75,
13728,4.5,7.25,
13729,5.0,7.5,
13730,5.25,8.5,
13731,5.5,9.0,
13732,5.5,8.0,
13735,8.25,13.25,
13736,6.25,10.5,
13739,3.0,4.25,
13759,6.0,7.75,
13761,4.75,7.25,
13806,5.5,7.0,
13807,5.5,7.0,
13810,7.0,11.0,
13811,5.5,11.0,
13812,7.0,11.0,
13813,6.0,9.75,
13814,5.5,9.25,
13815,4.0,6.75,
13817,5.5,8.25,
13818,5.5,8.25,
13819,5.25,7.5,
13821,5.5,7.0,
13822,5.5,7.0,
13823,5.25,7.5,
13824,5.5,8.5,
13825,5.5,8.25,
13826,5.5,8.25,
13827,5.5,8.25,
13828,5.5,8.25,
13829,5.5,8.25,
13830,5.5,8.25,
13831,5.5,7.5,
13833,4.0,7.0,
13834,5.5,7.0,
13836,5.25,4.25,
13838,5.0,8.0,
13839,4.5,7.25,
13840,4.5,7.25,
13841,4.5,6.75,
13843,4.5,6.5,
13844,4.5,6.5,
13845,5.25,6.25,
13846,5.0,7.0,
13847,5.5,7.25,
13848,6.75,8.75,
13849,4.25,7.0,
13850,4.25,7.0,
13852,5.0,7.0,
13853,5.0,8.0,
13854,5.0,7.25,
13855,5.5,7.0,
13856,5.5,7.0,
13857,5.0,7.25,
13861,4.5,7.0,
13862,3.5,5.75,
13863,5.5,8.0,
13864,5.5,8.0,
13865,5.0,8.0,
13867,5.0,6.75,
13870,4.0,6.0,
13873,5.5,6.75,
13878,8.0,14.0,
13882,4.25,7.75,
13886,4.75,6.5,
13887,5.0,8.0,
13888,5.5,6.5,
13890,5.5,8.0,
13891,3.5,5.5,
13892,4.5,6.25,
13894,7.0,9.0,
13895,5.5,8.5,
13896,5.5,8.5,
13898,5.0,6.0,
13899,4.5,6.25,
13900,5.5,7.0,
13901,4.5,8.0,
13902,4.5,7.25,
13905,5.5,7.0,
13906,5.5,8.0,
13907,3.5,9.25,
13908,4.5,8.0,
13909,5.5,7.0,
13910,5.5,8.0,
13911,7.0,11.0,
13912,4.5,7.0,
13913,7.0,11.0,
13915,7.0,11.0,
13916,7.25,12.75,
13917,4.25,6.25,
13918,5.5,7.0,
13919,7.0,10.0,
13921,5.0,7.0,
13922,5.0,8.0,
13923,5.5,7.75,
13926,5.5,6.5,
13927,4.5,6.75,
13928,5.5,7.75,
13929,4.25,8.5,
13930,4.25,8.5,
13931,6.25,10.75,
13932,6.25,10.75,
13933,6.25,10.75,
13934,4.25,6.75,
13935,9.0,11.5,
13936,,,
13937,,,
13938,3.5,6.0,
13940,6.5,10.5,
13942,5.75,8.75,
13943,5.0,7.0,
13944,5.25,7.5,
13945,5.5,7.5,
13946,5.5,7.5,
13947,10.25,9.5,
13948,4.0,6.75,
13949,8.5,10.0,
13950,10.25,9.5,
13951,5.0,7.5,
13952,6.25,10.75,
13953,6.25,10.75,
13954,5.5,9.5,
13955,5.25,8.25,
13956,5.0,6.0,
13958,6.5,12.0,
13959,10.5,9.5,
13960,5.5,8.0,
13963,4.0,6.25,
13964,4.0,6.25,
13967,3.75,6.75,
13968,4.75,6.75,
13971,5.25,7.0,
13972,4.5,4.5,
13973,5.5,7.0,
13974,4.5,6.5,
13975,10.5,10.0,
13976,5.5,7.5,
13977,5.5,7.75,
13978,5.5,7.0,
13979,5.25,7.0,
13980,4.0,6.25,
13981,5.25,7.25,
13982,4.25,7.0,
13983,5.5,8.25,
13984,5.5,7.0,
13985,5.5,7.0,
13986,4.25,7.0,
13987,4.5,7.25,
13988,3.5,6.5,
13989,4.25,6.5,
13990,4.25,6.25,
13991,3.75,6.0,
13993,5.75,6.0,
13994,5.0,7.25,
13996,4.0,6.25,
13997,4.0,6.25,
13998,7.0,11.0,
13999,3.75,5.25,
14000,5.75,8.25,
14001,5.0,7.0,
14002,3.75,5.76,
14003,4.5,7.0,
14004,5.25,6.75,
14005,5.25,6.5,
14006,5.25,6.75,
14009,5.25,8.25,
14010,5.25,8.25,
14011,5.25,8.25,
14012,7.0,11.0,
14013,4.0,6.0,
14014,5.25,8.25,
14015,5.25,8.25,
14016,5.25,8.25,
14017,5.25,8.25,
14018,5.25,8.25,
14019,5.25,8.25,
14021,6.0,9.0,
14022,6.0,9.0,
14023,8.0,10.0,
14024,7.0,11.0,
14025,5.25,8.25,
14027,5.5,7.25,
14028,5.5,7.25,
14029,5.5,7.25,
14030,5.5,7.25,
14031,5.5,7.25,
14032,5.5,7.25,
14033,5.0,7.0,
14035,5.25,8.0,
14036,5.0,6.0,
14037,5.5,8.0,
14039,5.5,8.0,
14040,5.5,8.0,
14043,5.5,8.0,
14045,8.0,9.75,
14046,5.25,6.75,
14050,3.5,5.5,
14053,6.0,8.0,
14056,4.5,7.0,
14057,3.25,6.0,
14058,9.0,11.5,
14059,4.5,6.75,
14060,6.5,14.0,
14061,5.0,7.0,
14062,5.5,8.25,
14064,4.5,7.0,
14065,,,
14066,5.25,8.0,
14067,5.0,8.0,
14068,5.75,9.25,
14072,6.0,9.5,
14074,5.25,7.75,
14075,5.25,7.75,
14076,5.5,8.0,
14077,5.0,8.0,
14078,5.5,8.0,
14080,4.25,6.25,
14081,5.5,7.5,
14082,8.5,11.75,
14083,7.0,11.0,
14084,14.5,11.0,
14085,5.0,7.0,
14086,4.5,6.5,
14087,4.5,6.5,
14088,4.5,6.5,
14089,5.5,8.5,
14090,4.0,6.5,
14091,4.5,6.5,
14092,5.0,7.25,
14094,7.0,7.75,
14095,4.0,6.5,
14098,4.5,6.75,
14099,5.5,9.0,
14101,3.5,6.0,
14102,4.5,6.0,
14103,4.25,6.5,
14104,5.5,8.0,
14105,5.5,8.0,
14106,5.5,8.0,
14107,5.5,8.0,
14108,5.0,8.0,
14109,4.0,6.25,
14110,3.75,6.0,
14111,5.5,8.0,
14112,5.5,8.0,
14113,5.0,8.0,
14114,5.5,9.0,
14115,5.5,8.0,
14116,5.5,8.0,
14117,5.5,8.0,
14118,5.5,8.0,
14119,5.5,6.75,
14121,5.5,7.0,
14122,4.0,5.75,
14124,6.0,9.25,
14125,4.75,6.0,
14127,5.5,9.75,
14130,6.5,7.5,
14132,6.0,10.0,
14134,6.0,10.75,
14137,5.0,8.0,
14138,4.5,7.5,
14139,5.5,7.0,
14140,4.5,7.0,
14141,4.5,7.5,
14142,5.5,7.0,
14143,6.0,9.25,
14145,5.0,8.0,
14146,7.0,11.0,
