id,width,height,optional
20919,5.5,7.75,
20920,6.5,7.75,
20921,6.5,7.75,
20922,6.5,7.75,
20923,5.5,8.8,
20924,10.25,9.5,
20925,10.25,9.5,
20926,6.5,7.75,
20927,6.5,7.75,
20928,6.5,7.75,
20929,5.5,7.75,
20930,5.5,7.75,
20931,10.25,9.5,
20932,5.5,7.75,
20933,6.0,9.5,
20934,5.5,7.75,
20935,5.5,7.75,
20936,10.25,9.5,
20937,6.5,7.75,
20938,6.5,7.75,
20939,6.5,7.75,
20940,5.5,7.75,
20941,5.5,8.8,
20942,3.75,6.0,
20943,3.75,6.0,
20944,3.75,6.0,
20945,3.75,6.0,
20946,3.75,6.0,
20947,3.75,6.0,
20948,4.5,7.25,
20949,4.5,7.25,
20950,5.0,7.25,
20951,3.75,6.0,
20952,3.75,6.0,
20962,,,
20966,4.0,14.0,
20978,5.0,8.0,
20979,5.0,8.0,
20980,4.25,6.5,
20981,4.5,7.0,
20982,5.5,8.0,
20983,5.5,7.5,
20985,3.5,5.0,
20986,4.5,5.5,
20987,5.0,8.0,
20988,4.5,6.5,
20990,5.25,8.0,
20991,4.5,7.0,
20992,5.25,8.0,
20993,4.0,8.25,
20994,8.0,10.75,
20995,3.25,4.5,
20996,5.0,7.0,
20997,5.0,8.0,
20998,4.5,7.0,
20999,4.5,6.5,
21000,8.0,10.0,
21001,8.0,8.75,
21002,9.0,14.75,
21003,5.0,7.5,
21004,6.5,8.75,
21005,4.5,8.0,
21006,5.5,7.0,
21007,6.0,9.5,
21008,8.75,12.75,
21009,5.5,7.0,
21010,5.0,6.5,
21013,5.0,8.0,
21015,5.0,7.0,
21016,5.5,7.0,
21017,3.25,5.0,
21018,4.5,6.75,
21019,5.25,7.5,
21020,6.75,10.0,
21021,5.0,7.5,
21022,8.5,11.25,
21023,5.0,9.0,
21024,6.0,8.5,
21025,4.0,8.0,
21026,4.0,5.0,
21027,5.0,6.75,
21028,4.5,6.75,
21029,6.0,8.5,
21030,6.0,7.5,
21031,4.0,6.0,
21032,4.5,6.75,
21033,5.25,9.0,
21034,8.5,13.0,
21035,7.0,11.0,
21036,6.0,9.25,
21037,4.5,9.25,
21038,4.75,6.75,
21039,3.0,6.0,
21040,5.0,8.0,
21041,4.5,7.0,
21042,7.5,11.0,
21043,4.5,7.5,
21044,3.25,4.25,
21045,3.75,6.0,
21046,7.6,10.0,
21047,5.25,7.5,
21048,3.75,5.5,
21049,3.25,6.0,
21050,5.5,7.5,
21051,7.0,11.0,
21052,4.0,6.0,
21053,4.0,6.5,
21054,6.0,8.0,
21055,3.75,4.5,
21056,5.0,8.0,
21057,4.5,7.25,
21058,5.0,7.25,
21059,5.5,8.0,
21060,5.0,8.0,
21061,6.0,9.0,
21062,4.5,7.25,
21063,4.5,8.0,
21064,6.5,11.0,
21065,5.5,9.25,
21066,6.5,8.25,
21067,4.75,9.0,
21068,4.25,6.5,
21069,3.5,5.75,
21070,3.75,5.75,
21071,5.5,8.5,
21072,5.0,9.0,
21073,6.0,8.0,
21074,4.6,6.6,
21075,,,
21076,5.5,5.5,
21077,5.5,8.0,
21078,4.5,6.75,
21079,5.0,8.75,
21080,4.5,6.5,
21081,,,
21082,4.5,5.5,
21083,7.5,5.5,
21084,5.0,8.0,
21085,4.5,7.0,
21086,4.5,6.5,
21087,4.5,7.25,
21088,5.25,8.5,
21089,3.0,5.0,
21090,3.75,6.0,
21091,9.5,6.75,
21092,4.0,7.5,
21093,4.0,6.0,
21094,8.0,5.5,
21095,5.75,9.0,
21096,2.25,3.5,
21097,6.0,9.0,
21098,4.0,5.6,
21099,2.75,4.5,
21100,5.2,8.7,
21101,6.0,8.0,
21102,4.0,5.0,
21103,4.0,6.0,
21104,5.0,8.0,
21105,5.25,8.75,
21106,5.5,8.0,
21107,6.0,9.25,
21108,6.25,9.6,
21109,4.5,7.25,
21110,4.0,6.25,
21111,4.5,6.75,
21112,5.5,6.5,
21113,5.5,8.0,
21114,6.0,8.5,
21115,4.5,6.75,
21116,3.6,6.75,
21117,5.0,8.0,
21118,4.5,7.0,
21119,6.0,9.0,
21120,4.5,5.5,
21121,5.0,9.0,
21122,3.75,7.25,
21123,4.0,7.5,
21124,4.0,6.5,
21125,4.5,7.25,
21126,6.25,7.5,
21127,4.5,6.75,
21128,,,
21129,6.0,8.75,
21130,4.5,7.0,
21131,8.25,11.0,
21132,5.0,8.0,
21133,7.0,8.75,
21134,3.5,7.0,
21135,5.0,9.0,
21136,4.25,6.25,
21137,4.0,6.5,
21138,6.5,7.75,
21139,3.5,6.0,
21140,6.0,8.75,
21141,8.5,11.25,
21142,3.5,5.5,
21143,5.5,8.25,
21144,5.5,6.75,
21145,4.5,7.0,
21146,3.0,5.25,
21147,5.25,8.0,
21148,4.25,6.0,
21149,6.25,5.0,
21150,5.0,7.0,
21151,4.25,6.5,
21152,5.0,7.75,
21153,3.75,6.0,
21154,,,
21155,5.5,8.0,
21156,4.25,6.75,
21157,7.0,11.0,
21158,4.0,7.5,
21159,3.25,5.0,
21160,6.0,7.5,
21161,5.0,7.0,
21162,4.0,6.0,
21163,6.5,10.5,
21164,4.0,6.0,
21165,5.0,6.75,
21166,3.5,6.0,
21167,5.5,7.5,
21168,5.5,8.0,
21169,4.5,8.75,
21170,4.5,7.5,
21171,6.5,10.0,
21172,5.0,8.0,
21173,5.25,7.5,
21174,5.0,8.0,
21175,3.5,6.0,
21176,4.25,6.25,
21177,6.5,9.25,
21178,9.0,10.5,
21179,4.0,6.25,
21180,5.5,8.0,
21181,4.5,7.0,
21182,8.0,10.0,
21183,6.0,9.0,
21184,6.25,9.6,
21185,5.5,6.5,
21186,5.0,6.5,
21187,4.5,6.0,
21188,4.5,7.5,
21189,6.5,8.5,
21190,5.0,6.5,
21191,2.5,4.0,
21192,6.0,8.0,
21193,5.0,9.2,
21194,7.0,10.25,
21195,6.75,9.0,
21196,3.5,5.0,
21197,4.25,4.25,
21198,4.5,8.0,
21199,7.0,5.0,
21200,5.25,7.0,
21201,4.75,8.0,
21202,5.25,6.5,
21203,5.75,8.0,
21204,7.75,10.0,
21205,4.0,8.75,
21206,4.5,7.25,
21207,5.25,7.5,
21208,7.0,9.0,
21209,7.75,12.0,
21210,4.0,6.5,
21211,4.5,8.0,
21212,6.25,8.75,
21213,6.5,9.25,
21214,5.0,8.0,
21215,5.0,7.25,
21216,4.5,7.75,
21217,,,
21218,7.0,11.0,
21219,5.0,6.75,
21220,5.25,7.5,
21221,4.5,6.0,
21222,4.0,6.0,
21223,5.0,7.0,
21224,4.6,7.6,
21225,4.5,5.25,
21226,5.25,7.5,
21227,5.5,8.0,
21228,7.0,11.0,
21229,5.25,8.0,
21230,4.0,6.0,
21231,5.0,8.0,
21232,5.0,8.25,
21233,6.5,9.0,
21234,4.5,6.5,
21235,4.5,6.75,
21236,5.5,8.25,
21237,5.25,7.5,
21238,5.25,7.0,
21239,6.5,11.0,
21240,4.5,8.0,
21241,7.0,5.5,
21242,4.5,6.5,
21243,5.0,6.0,
21244,5.5,6.75,
21245,5.0,9.0,
21246,7.5,11.0,
21247,5.5,8.25,
21248,6.825,10.5,
21249,5.0,8.0,
21250,5.0,6.25,
21251,4.5,6.75,
21252,5.25,8.5,
21253,4.5,7.0,
21254,5.0,9.0,
21255,5.5,6.5,
21256,4.5,6.5,
21257,5.0,6.75,
21258,,,
21259,3.5,6.5,
21260,5.5,8.5,
21261,4.75,7.25,
21262,8.5,9.25,
21263,3.0,4.25,
21264,4.5,7.0,
21265,4.5,7.0,
21266,5.25,7.5,
21267,7.0,11.0,
21268,5.5,7.0,
21270,5.75,9.0,
21273,5.0,8.0,
21274,,,
21275,8.6,14.0,
21280,4.0,5.75,
21281,4.5,7.0,
21288,4.0,6.25,
21289,3.75,7.5,
21290,3.5,5.0,
21301,5.25,7.5,
21303,4.5,7.25,
21309,5.25,7.5,
21310,6.0,8.0,
21311,7.25,9.0,
21312,5.25,8.0,
21313,5.0,8.0,
21314,5.75,8.25,
21315,4.75,7.25,
21316,5.0,6.5,
21317,2.75,4.5,
21318,4.5,8.25,
21322,5.75,10.5,
21323,5.0,6.75,
21324,5.25,7.75,
21325,4.5,7.0,
21326,4.0,6.5,
21327,5.0,8.0,
21328,6.0,9.25,
21329,6.0,8.5,
21330,5.0,8.0,
21331,5.25,7.0,
21332,6.0,7.0,
21333,5.0,8.0,
21334,5.25,7.5,
21335,4.5,6.75,
21336,4.5,6.75,
21337,,,
21338,5.5,8.5,
21339,6.0,8.0,
21340,5.25,6.75,
21341,3.75,5.5,
21343,5.75,9.5,
21344,5.0,7.5,
21345,5.0,8.0,
21347,5.5,8.5,
21348,,,
21349,4.5,7.0,
21350,5.5,8.0,
21352,4.25,6.5,
21353,7.0,10.0,
21354,5.0,8.0,
21355,4.5,7.0,
21356,5.0,8.0,
21357,15.0,9.5,
21359,4.75,8.5,
21360,5.5,7.0,
21362,4.5,6.75,
21363,4.25,6.0,
21365,5.75,7.25,
21367,4.5,6.5,
21368,5.0,8.0,
21369,7.5,14.0,
21370,6.0,9.5,
21371,5.25,7.75,
21373,5.5,9.0,
21374,4.0,6.25,
21375,5.0,7.0,
21376,4.0,7.5,
21377,6.5,8.25,
21378,3.75,5.5,
21379,3.25,4.25,
21380,4.75,6.5,
21382,6.25,11.0,
21383,,,
21385,4.5,7.0,
21387,5.0,8.0,
21388,5.0,8.0,
21390,4.0,8.5,
21391,4.0,9.25,
21392,5.6,10.25,
21393,6.0,9.25,
21394,4.25,6.25,
21395,5.5,7.0,
21396,4.0,6.5,
21397,4.5,7.25,
21401,5.0,6.5,
21402,4.0,5.0,
21403,4.5,5.75,
21404,4.25,6.0,
21406,5.0,8.0,
21407,6.25,9.25,
21408,3.5,6.25,
21409,4.5,7.2,
21410,5.0,8.0,
21412,6.0,8.5,
21413,5.0,6.5,
21414,4.75,8.0,
21415,5.25,7.0,
21416,4.5,6.5,
21417,4.0,6.25,
21418,4.5,7.0,
21419,5.0,8.0,
21420,5.0,8.0,
21421,7.0,11.0,
21422,4.0,5.75,
21423,5.0,7.0,
21426,4.0,6.5,
21427,5.0,7.0,
21428,8.0,11.0,
21429,5.5,7.0,
21430,5.0,8.0,
21431,5.25,4.5,
21432,5.75,9.25,
21433,4.5,6.5,
21434,3.75,5.5,
21435,4.5,7.0,
21436,3.5,5.25,
21437,4.5,6.25,
21438,5.0,7.0,
21440,5.5,8.5,
21441,3.6,5.75,
21442,5.0,5.5,
21443,4.5,7.0,
21444,5.75,7.5,
21445,5.75,8.0,
21446,7.0,10.0,
21447,5.5,8.5,
21448,6.75,9.0,
21449,5.0,7.25,
21450,6.6,8.6,
21453,6.5,8.0,
21454,4.5,6.75,
21455,4.5,7.0,
21456,4.5,7.0,
21457,6.5,8.75,
21458,4.25,6.5,
21459,4.5,6.5,
21460,4.25,9.0,
21461,6.0,9.5,
21463,4.25,6.5,
21464,6.0,9.5,
21467,7.0,11.0,
21469,5.5,7.75,
21470,3.5,4.5,
21473,8.75,12.75,
21474,4.0,7.5,
21476,12.0,15.0,
21480,5.25,7.5,
21481,5.0,9.0,
21482,4.75,6.75,
21484,3.75,7.0,
21485,5.25,8.0,
21486,5.5,3.5,
21488,5.5,8.5,
21489,5.5,8.5,
21490,7.0,10.0,
21492,7.0,10.5,
21495,4.25,6.5,
21497,7.25,9.5,
21501,8.25,11.5,
21502,3.5,4.0,
21503,5.0,6.5,
21505,5.5,8.5,
21510,7.0,11.0,
21514,5.75,7.0,
21515,4.5,7.5,
21516,5.5,8.5,
21519,4.5,6.0,5.0
21520,3.5,5.5,
21522,4.5,6.75,
21533,6.0,7.5,
21538,3.0,4.0,
21539,4.5,6.5,
21543,5.5,7.0,
21544,5.0,6.5,
21545,5.0,8.0,
21547,4.25,6.5,
21550,4.5,7.25,
21552,5.5,6.75,
21553,5.0,7.0,
21555,6.0,9.0,
21556,5.5,7.0,
21557,5.0,8.25,
21558,5.0,8.0,
21559,4.5,6.5,
21560,6.0,9.0,
21561,5.0,8.0,
21562,5.5,9.0,
21564,5.5,8.5,
21565,5.0,9.0,
21566,6.25,5.0,
21567,5.5,7.75,
21568,5.0,6.25,
21569,6.0,8.0,
21570,4.25,5.25,
21571,4.5,7.0,
21572,5.0,7.75,
21573,4.5,7.75,
21574,5.5,8.0,
21576,5.0,7.75,
21577,5.5,9.0,
21578,5.0,5.75,
21581,3.5,5.0,
21582,5.5,5.5,
21583,4.5,7.25,
21584,5.0,7.25,
21587,5.75,9.0,
21589,6.75,10.75,
21590,5.6,7.0,
21592,4.0,7.25,
21593,7.0,14.0,
21595,5.75,9.75,
21596,4.25,5.75,
21597,5.0,8.0,
21598,8.0,11.0,
21599,5.0,7.0,
21601,4.5,7.0,
21602,4.25,6.25,
21603,5.0,8.0,
21604,6.0,8.0,
21606,5.6,8.0,
21607,5.25,7.0,
21608,4.5,7.0,
21609,4.0,6.0,
21610,3.75,7.0,
21611,4.5,6.5,
21613,4.75,9.0,
21614,4.75,7.5,
21615,5.0,7.0,
21616,5.5,7.5,
21618,6.25,10.5,
21619,2.5,6.0,
21620,5.25,7.0,
21621,4.75,7.0,
21622,3.25,5.0,
21623,4.5,7.25,
21624,3.5,5.25,
21626,5.25,8.25,
21628,5.5,8.25,
21629,5.0,8.25,
21630,6.5,8.0,
21631,4.75,5.5,
21632,5.5,8.5,
21633,5.25,8.0,
21634,5.6,6.6,
21635,,,
21637,5.75,8.5,
21638,5.0,7.0,
21639,7.0,11.0,
21640,5.0,8.0,
21641,6.5,6.0,
21643,6.5,10.5,
21644,4.25,6.5,
21645,4.75,6.5,
21646,4.25,6.75,
21647,5.25,8.25,
21648,4.5,7.25,
21649,6.0,9.25,
21650,5.0,8.0,
21652,6.0,9.5,
21653,4.75,6.0,
21655,9.5,12.5,
21656,3.5,5.5,
21657,5.5,8.75,
21658,6.0,9.0,
21659,5.5,7.5,
21660,5.5,7.75,
21661,9.0,6.0,
21662,5.25,6.5,
21664,5.5,8.5,
21665,4.5,7.0,
21667,9.5,9.75,
21668,4.5,7.25,
21669,7.0,9.25,
21671,4.25,6.5,
21672,5.25,8.0,
21673,8.5,5.0,
21674,5.5,8.5,
21675,7.0,11.0,
21676,3.24,5.5,
21678,4.5,6.0,
21679,5.5,8.0,
21680,5.0,6.25,
21681,5.0,6.75,
21682,5.75,7.75,
21683,4.5,7.0,
21684,5.0,7.0,
21686,7.75,12.0,
21687,4.5,7.25,
21688,4.0,6.0,
21689,4.25,6.5,
21690,4.25,5.75,
21691,4.25,6.25,
21692,3.25,5.75,
21694,7.25,11.25,
21695,,,
21698,5.5,9.5,
21699,6.0,9.25,
21700,5.6,7.75,
21701,5.24,6.5,
21702,8.0,9.0,
21703,5.0,7.0,
21705,6.0,8.0,
21706,5.25,7.5,
21707,4.0,5.0,
21708,5.0,7.0,
21709,4.5,7.0,
21713,7.75,10.0,
21714,5.5,7.0,
21716,6.75,9.0,
21718,5.25,8.5,
21720,5.75,9.0,
21721,6.0,8.0,
21723,3.75,7.5,
21724,5.0,4.0,
21725,10.0,7.0,
21726,,,
21727,5.75,7.75,
21729,6.0,10.0,
21730,5.0,8.25,
21732,6.0,8.0,
21733,4.5,7.25,
21734,5.25,7.75,
21735,5.0,8.0,
21736,3.0,6.0,
21737,5.5,7.5,
21738,7.0,8.25,
21739,4.5,7.0,
21740,6.0,9.0,
21742,3.0,8.0,
21743,4.5,7.0,
21744,5.5,7.0,
21745,4.25,8.5,
21746,4.0,7.75,
21747,6.25,10.75,
21748,4.5,6.5,
21749,4.0,6.0,
21750,4.0,6.0,
21751,3.5,8.25,
21753,6.5,9.0,
21754,6.0,7.25,
21755,7.25,4.75,
21756,3.5,6.0,
21760,8.0,6.0,
21761,6.5,9.25,
21762,6.25,10.0,
21765,4.5,7.25,
21766,6.75,9.0,
21767,5.5,8.0,
21768,4.0,6.5,
21769,4.75,6.0,
21772,,,
21773,7.0,10.0,
21774,4.75,8.0,
21775,4.25,6.25,
21776,5.5,7.5,
21778,4.0,6.0,
21779,4.0,6.25,
21780,4.0,6.25,
21781,5.0,8.0,
21782,4.0,6.0,
21785,5.0,8.0,
21786,5.0,8.0,
21787,5.6,7.0,
21788,5.25,8.0,
21790,5.5,7.5,
21791,4.5,7.0,
21792,4.5,7.25,
21793,3.6,7.25,
21794,,,
21797,7.0,5.0,
21798,4.5,6.75,
21799,4.5,6.75,
21800,5.0,8.0,
21802,4.5,7.0,
21803,4.0,6.0,
21804,5.5,8.5,
21805,5.6,8.0,
21806,7.0,9.0,
21807,5.0,6.5,
21808,5.25,7.5,
21809,4.25,6.75,
21810,6.0,8.0,
21811,6.0,9.5,
21812,6.0,5.25,
21813,7.0,11.0,
21814,6.0,7.0,
21816,4.5,10.0,
21817,5.5,8.25,
21818,6.0,8.0,
21819,6.0,9.25,
21820,5.0,8.0,
21821,4.5,6.75,
21822,5.0,8.0,
21823,4.5,7.0,
21824,9.0,13.5,
21826,5.0,8.0,
21828,4.5,6.25,
21830,3.5,5.75,
21832,7.0,10.5,
21833,5.0,6.0,
21834,4.5,7.0,
21835,6.25,10.0,
21836,6.0,8.0,
21837,4.0,7.5,
21838,6.0,9.0,
21839,5.25,8.0,
21840,4.25,6.25,
21842,6.0,8.0,
21843,5.0,7.5,
21844,4.0,6.0,
21845,4.0,7.0,
21846,4.25,6.75,
21847,3.5,7.0,
21848,6.5,9.75,
21849,6.5,5.25,
21850,5.0,7.0,
21851,3.5,5.0,
21853,5.0,7.0,
21854,5.5,8.5,
21855,6.5,9.5,
21856,4.25,6.25,
21857,5.25,7.0,
21858,4.5,8.75,
21861,5.6,8.0,
21862,5.0,8.0,
21863,6.5,9.0,
21864,5.25,7.5,
21865,7.0,11.0,
21866,6.25,8.5,
21867,5.0,6.25,
21869,6.0,8.0,
21870,4.25,6.0,
21871,3.0,4.5,
21872,5.5,8.5,
21873,4.5,7.0,
21874,7.0,6.0,
21875,8.75,11.5,
21876,4.5,7.0,
21877,6.5,11.0,
21878,5.0,7.25,
21879,5.25,9.5,
21880,4.5,7.0,
21883,6.25,9.25,
21884,5.0,8.0,
21885,12.0,8.0,
21886,5.0,7.5,
21887,8.5,11.0,
21888,5.0,8.0,
21889,5.5,7.5,
21890,5.0,7.5,
21891,5.0,8.0,
21892,4.0,7.5,
21893,8.75,12.25,
21894,4.5,6.75,
21895,6.75,11.0,
21896,5.0,8.0,
21897,5.0,7.0,
21898,5.75,8.0,
21900,4.5,7.0,
21901,7.0,11.0,
21903,8.0,10.25,
21904,10.5,8.5,
21905,6.5,10.0,
21908,4.5,7.0,
21909,5.25,6.25,
21910,6.25,8.0,
21911,5.5,7.0,
21913,3.6,6.25,
21914,,,
21915,4.5,5.5,
21916,5.25,7.5,
21917,4.5,7.25,
21918,4.5,8.75,
21919,8.0,11.0,
21920,5.0,7.0,
21921,4.25,4.75,
21924,5.5,8.0,
21926,5.0,8.0,
21927,4.5,6.5,
21928,5.25,8.0,
21929,5.0,8.0,
21931,5.5,8.0,
21932,5.5,8.0,
21933,4.25,5.5,
21934,7.0,11.0,
21936,5.25,8.0,
21937,5.0,8.0,
21938,3.25,5.25,
21940,5.5,8.0,
21941,5.25,7.5,
21942,6.5,3.5,
21943,5.0,8.0,
21945,5.0,8.0,
21946,4.5,7.25,
21947,5.0,8.0,
21948,5.5,8.75,
21949,4.5,7.0,
21950,5.5,8.5,
21951,4.25,6.75,
21952,7.0,9.75,
21953,7.0,11.0,
21955,6.0,8.75,
21956,3.25,7.5,
21957,4.5,8.75,
21958,5.5,7.0,
21959,4.0,6.25,
21960,6.0,8.0,
21961,4.5,7.0,
21962,8.6,10.6,
21963,5.5,8.5,
21964,4.5,7.0,
21965,6.0,9.0,
21966,6.5,8.5,
21967,5.5,7.0,
21968,5.5,8.5,
21969,4.5,7.0,
21970,6.75,9.0,
21971,4.5,6.5,
21972,4.5,6.75,
21974,7.0,9.25,
21975,5.25,8.0,
21976,5.0,8.0,
21977,7.0,5.25,
21978,7.75,13.5,
21979,5.0,8.0,
21981,4.5,6.75,
21982,5.5,9.0,
21983,5.0,7.0,
21984,3.5,5.5,
21986,4.25,6.5,
21987,4.5,6.75,
21988,5.5,8.5,
21989,3.75,6.0,
21990,5.25,8.25,
21991,5.25,6.75,
21992,4.0,5.0,
21993,5.0,7.0,
21994,10.25,8.25,
21995,,,
21999,,,
22002,4.5,7.75,
22005,5.0,8.0,
22006,7.0,9.75,
22007,5.5,8.5,
22008,6.0,9.0,
22009,3.5,5.0,
22010,5.25,8.0,
22011,4.5,7.25,
22012,5.75,3.75,
22013,4.75,7.5,
22014,3.5,8.25,
22015,4.0,5.0,
22016,7.75,10.0,
22017,3.5,4.75,
22019,4.0,6.25,
22020,5.0,7.0,
22021,5.5,8.25,
22022,3.75,7.5,
22023,4.5,7.0,
22024,4.25,6.5,
22025,3.0,5.0,
22026,6.0,9.0,
22028,3.25,5.0,
22029,6.0,7.0,
22030,5.25,8.0,
22032,4.0,7.5,
22033,5.5,7.0,
22034,4.0,7.5,
22035,4.0,8.25,
22037,4.5,7.0,
22038,2.0,6.0,
22039,5.75,9.75,
22040,5.75,7.0,
22042,,,
22043,,,
22044,4.25,6.5,
22046,5.0,8.0,
22047,4.5,7.0,
22048,5.0,8.0,
22049,3.6,5.0,
22051,4.5,9.0,
22052,4.5,7.0,
22054,6.75,11.0,
22056,4.25,6.25,
22057,4.25,6.25,
22058,6.6,10.0,
22060,5.5,7.25,
22061,3.75,9.75,
22062,5.0,9.0,
22066,5.5,7.0,
22067,6.5,9.0,
22068,6.0,11.0,
22069,3.0,6.5,
22070,4.5,6.75,
22071,5.5,7.0,
22072,5.0,9.0,
22073,5.6,11.0,
22074,5.0,6.5,
22075,4.0,7.5,
22077,5.0,8.0,
22078,5.25,7.5,
22079,5.0,8.0,
22080,5.25,8.0,
22081,5.5,8.0,
22082,4.5,7.0,
22083,5.0,8.0,
22084,5.0,6.25,
22085,5.5,7.5,
22086,4.75,7.0,
22088,5.0,8.0,
22089,5.0,9.0,
22090,5.6,7.0,
22092,4.5,7.0,
22094,5.5,9.25,
22095,6.0,9.5,
22097,5.0,7.5,
22099,5.0,8.0,
22100,4.0,7.25,
22101,4.0,7.5,
22102,4.0,7.5,
22103,6.0,8.0,
22104,4.5,7.0,
22105,5.25,8.0,
22106,7.5,9.0,
22107,7.0,12.0,
22108,5.5,8.0,
22109,6.25,7.0,
22110,4.25,6.5,
22111,5.0,7.0,
22112,4.0,5.5,
22113,6.0,9.0,
22114,5.0,7.0,
22115,4.5,6.5,
22116,5.25,6.25,
22117,4.5,5.5,
22118,5.5,8.0,
22120,,,
22122,5.2,7.0,
22124,4.0,8.25,
22125,5.25,8.0,
22126,5.25,7.5,
22127,3.5,6.0,
22128,5.0,8.0,
22129,4.0,5.0,
22130,4.0,6.25,
22131,3.0,8.75,
22132,4.0,6.25,
22133,3.5,5.0,
22134,5.5,8.5,
22135,5.0,7.0,
22136,5.25,8.0,
22137,5.0,7.75,
22138,,,
22139,5.0,9.0,
22140,7.5,11.25,
22141,6.0,9.0,
22142,4.0,7.5,
22143,5.25,8.0,
22145,4.25,6.75,
22147,7.0,9.0,
22148,3.5,8.25,
22151,4.5,7.0,
22152,5.25,8.0,
22153,4.5,5.5,
22154,5.0,7.25,
22155,4.5,6.5,
22158,6.5,12.5,
22159,5.5,8.25,
22160,4.25,5.5,
22161,6.75,10.0,
22162,4.5,7.0,
22163,5.0,7.5,
22165,5.0,9.5,
22166,5.0,7.0,
22167,3.5,7.0,
22168,4.5,7.0,
22169,4.5,6.75,
22170,4.0,7.5,
22171,6.0,9.0,
22172,4.5,6.75,
22173,4.5,8.0,
22174,5.25,8.0,
22175,4.5,8.25,
22177,3.5,6.0,
22178,5.5,7.5,
22179,4.0,5.0,
22181,8.0,10.0,
22182,,,
22183,5.0,6.5,
22184,4.5,7.25,
22185,4.0,5.5,
22186,4.5,8.0,
22187,5.0,7.5,
22188,6.0,9.25,
22190,4.75,6.5,
22191,7.0,11.25,
22194,5.25,8.0,
22195,7.0,11.5,
22196,,,
22197,7.25,7.5,
22198,6.0,8.0,
22199,7.0,11.0,
22200,5.5,9.0,
22201,4.5,7.25,
22202,5.5,8.0,
22204,5.5,7.0,
22205,4.5,5.5,
22207,8.25,8.5,
22208,3.0,5.0,
22209,4.25,6.5,
22210,5.25,7.0,
22212,5.5,7.0,
22213,4.0,6.0,
22214,9.0,12.75,
22215,7.0,11.125,
22216,4.5,6.0,
22217,4.0,8.0,
22218,3.75,8.0,
22219,3.75,7.5,
22220,5.5,7.0,
22221,7.0,11.0,
22222,,,
22223,4.0,6.0,
22225,7.5,12.75,
22226,4.6,8.0,
22227,5.0,8.0,
22229,,,
22230,4.5,7.25,
22231,5.0,8.0,
22233,5.0,8.0,
22234,5.0,7.0,
22235,6.0,6.0,
22236,6.5,8.75,
22237,5.25,8.0,
22238,6.0,10.0,
22240,5.25,7.0,
22241,4.5,7.0,
22242,5.0,8.0,
22243,6.0,9.0,
22245,5.25,8.5,
22247,3.75,6.75,
22248,3.5,4.25,
22249,4.5,7.0,
22250,6.5,10.0,
22251,4.5,8.0,
22252,4.5,10.5,
22253,5.75,8.75,
22254,5.0,6.25,
22256,3.5,7.0,
22257,4.0,7.0,
22258,5.5,9.5,
22259,3.5,4.0,
22260,4.5,6.75,
22262,6.5,10.0,
22263,3.5,5.0,
22266,4.6,7.25,
22267,4.5,7.0,
22268,5.0,7.0,
22270,3.0,5.0,
22271,6.0,10.0,
22273,3.75,7.5,
22274,4.0,7.5,
22275,7.25,10.75,
22276,5.5,7.0,
22277,4.0,5.0,
22278,4.5,6.5,
22279,4.5,6.5,
22280,9.5,6.0,
22283,4.5,6.5,
22284,4.5,7.0,
22285,4.5,8.75,
22286,4.0,8.25,
22287,4.0,5.0,
22288,5.5,8.0,
22289,5.5,8.5,
22290,3.5,4.5,
22291,3.75,6.5,
22292,3.0,4.5,
22293,7.0,10.5,
22295,5.5,7.0,
22296,4.5,7.0,
22297,5.5,8.0,
22298,5.0,6.25,
22299,6.5,10.0,
22302,4.0,6.0,
22303,5.25,8.0,
22304,5.0,8.0,
22305,7.0,9.0,
22306,5.0,8.0,
22307,4.5,7.0,
22308,6.0,7.0,
22311,4.5,7.0,
22312,5.75,8.75,
22314,4.5,6.5,
22315,4.25,7.0,
22316,4.5,7.0,
22317,5.25,8.0,
22318,5.6,7.0,
22319,4.0,7.5,
22322,5.0,7.0,
22323,5.5,7.0,
22325,6.0,8.25,
22326,,,
22327,4.0,6.0,
22328,4.5,6.0,
22329,5.25,8.25,
22330,5.5,9.25,
22331,8.6,8.6,
22332,6.0,9.5,
22333,5.0,9.0,
22334,4.5,7.25,
22335,4.5,6.0,
22336,4.25,6.25,
22337,4.0,7.0,
22338,4.0,7.5,
22339,5.0,8.0,
22340,5.5,6.75,
22341,4.5,7.0,
22343,5.0,7.5,
22344,6.0,8.0,
22345,4.25,6.0,
22348,4.5,7.0,
22349,3.5,4.5,
22350,4.5,7.0,
22351,4.75,6.5,
22352,5.25,6.25,
22353,5.0,8.0,
22354,5.0,8.0,
22356,6.25,11.0,
22358,4.5,7.0,
22359,5.5,9.0,
22360,,,
22361,4.75,6.0,
22362,3.75,5.0,
22363,5.25,8.75,
22364,5.5,8.25,
22365,5.25,6.75,
22366,4.5,9.75,
22367,4.0,6.0,
22368,4.25,6.5,
22370,7.0,7.0,
22371,4.75,6.5,
22372,6.5,9.0,
22373,5.5,8.5,
22374,4.6,7.0,
22375,5.5,10.0,
22377,5.0,7.25,
22378,4.0,5.25,
22379,6.0,9.25,
22380,4.5,7.25,
22381,3.75,5.0,
22382,5.5,8.25,
22383,4.5,7.0,
22385,4.25,6.25,
22386,6.0,9.0,
22387,5.5,7.0,
22388,4.75,6.0,
